SeqID	ctrl_1	6hpi_1	1dpi_1	3dpi_1	1wpi_1	2wpi_1	3wpi_1	4wpi_1	5wpi_1	6wpi_1	12wpi_1
NA|ENSPMAT00000000642	1.729	15.887	2.199	4.839	4.709	3.500	5.168	2.693	7.502	3.702	14.275
NA|ENSPMAT00000000643	7.099	41.243	14.479	16.855	11.694	8.587	10.139	9.247	21.810	35.584	40.218
NA|ENSPMAT00000000644	0.029	0.000	0.212	0.299	0.152	0.194	0.333	0.210	0.253	0.500	0.118
NA|ENSPMAT00000000645	0.114	1.127	0.136	0.000	0.118	0.101	0.169	0.000	0.199	0.254	0.000
NA|ENSPMAT00000000647	0.236	0.914	0.279	0.570	0.223	0.250	0.304	0.430	0.976	0.460	0.696
NA|ENSPMAT00000000651	6.925	53.535	8.112	21.351	21.985	13.116	11.918	10.923	25.699	11.870	24.198
NA|ENSPMAT00000000654	25.509	187.002	64.622	103.625	139.597	77.041	43.922	49.381	147.178	137.567	202.875
NA|ENSPMAT00000000655	1.788	5.063	1.504	3.839	4.143	3.970	4.849	3.611	5.243	3.803	9.042
NA|ENSPMAT00000000656	11.052	149.679	17.741	29.759	37.019	16.220	14.746	27.282	64.062	53.745	51.339
NA|ENSPMAT00000000657	0.383	1.469	0.163	0.569	0.447	0.374	0.379	0.465	0.597	0.219	0.952
NA|ENSPMAT00000000658	7.444	78.202	9.752	29.939	37.212	21.738	14.824	14.558	41.586	29.035	41.351
NA|ENSPMAT00000000660	1.303	21.711	0.955	8.473	6.382	3.119	3.426	2.597	8.533	1.719	13.932
NA|ENSPMAT00000000665	0.332	1.736	0.273	0.928	0.973	0.658	0.817	0.554	1.294	0.526	0.725
NA|ENSPMAT00000000666	6.419	34.352	11.212	19.723	30.070	18.171	11.412	15.731	35.544	22.432	36.272
NA|ENSPMAT00000000667	0.116	0.370	0.118	0.051	0.073	0.000	0.033	0.018	0.130	0.231	0.216
NA|ENSPMAT00000000668	32.137	123.892	46.010	43.958	63.213	38.792	28.100	36.319	110.739	126.007	110.287
NA|ENSPMAT00000000674	0.347	8.525	2.335	2.018	1.839	2.110	1.141	1.100	3.354	2.091	2.360
NA|ENSPMAT00000000678	5.048	24.078	5.768	9.119	11.240	5.731	4.231	4.568	14.642	14.366	17.024
NA|ENSPMAT00000000679	0.222	0.735	0.077	0.365	0.315	0.159	0.250	0.280	0.276	0.071	0.249
NA|ENSPMAT00000000681	0.198	1.620	0.252	0.561	0.227	0.260	0.219	0.184	0.378	0.379	0.639
NA|ENSPMAT00000000683	4.564	39.551	6.216	14.894	32.712	16.110	13.342	9.755	27.051	12.296	21.874
NA|ENSPMAT00000000684	2.728	30.292	12.929	12.070	14.376	6.510	4.202	3.636	13.736	33.806	14.258
NA|ENSPMAT00000000686	2.122	12.291	1.817	7.671	7.846	3.520	3.422	3.729	8.284	4.020	4.544
NA|ENSPMAT00000000688	0.969	10.579	1.495	1.058	2.163	1.353	1.122	1.326	3.313	2.642	1.139
NA|ENSPMAT00000000689	0.057	0.417	0.076	0.118	0.096	0.013	0.068	0.072	0.171	0.094	0.200
NA|ENSPMAT00000000692	1.474	6.313	1.246	3.860	3.131	2.260	2.767	2.037	3.940	1.782	2.391
NA|ENSPMAT00000000694	0.092	0.891	0.305	0.156	0.330	0.217	0.322	0.223	0.575	0.766	0.250
NA|ENSPMAT00000000698	0.365	3.482	0.368	1.642	1.093	0.695	0.948	0.701	1.079	0.570	1.344
NA|ENSPMAT00000000700	3.158	22.106	3.473	11.799	22.645	10.182	9.286	7.799	20.545	7.953	18.599
NA|ENSPMAT00000000701	1.130	4.828	1.363	1.933	3.208	1.969	1.740	1.027	3.408	3.290	4.619
NA|ENSPMAT00000000705	10.864	81.937	18.320	46.717	57.392	32.843	18.085	26.875	54.222	44.474	57.511
NA|ENSPMAT00000000707	2.898	8.342	1.163	2.434	0.632	0.123	1.646	1.194	1.099	0.427	0.950
NA|ENSPMAT00000000710	1.394	14.009	1.192	3.396	3.611	1.918	2.607	2.322	4.642	1.861	3.408
NA|ENSPMAT00000000712	0.812	4.463	0.464	1.059	1.336	0.556	0.561	0.722	1.754	1.203	1.894
NA|ENSPMAT00000000715	1.513	18.112	2.568	13.066	7.009	2.739	1.244	1.899	5.088	4.621	8.738
NA|ENSPMAT00000000717	1.081	9.086	1.051	2.842	3.804	2.230	1.715	1.682	4.591	2.078	5.219
NA|ENSPMAT00000000724	0.291	3.079	0.000	0.000	0.000	0.457	0.439	0.328	0.000	0.282	0.455
NA|ENSPMAT00000000727	1.718	20.076	2.881	3.539	4.561	2.718	2.710	2.251	5.908	5.401	5.172
NA|ENSPMAT00000000729	16.483	164.987	15.889	41.807	39.264	19.806	18.639	23.949	72.049	47.492	62.556
NA|ENSPMAT00000000731	1.583	7.272	1.118	3.302	5.248	2.520	2.196	2.350	6.320	3.258	4.338
NA|ENSPMAT00000000733	2.109	22.500	2.757	4.529	7.631	3.838	3.595	2.370	8.805	7.657	10.841
NA|ENSPMAT00000000734	7.633	63.955	10.402	26.451	36.722	14.339	8.901	10.901	36.125	26.838	36.783
NA|ENSPMAT00000000735	0.695	7.068	0.856	3.720	2.722	0.927	0.991	1.184	3.520	2.092	2.880
NA|ENSPMAT00000000736	0.357	2.266	0.390	0.754	0.757	0.458	0.933	0.623	1.279	0.802	2.191
NA|ENSPMAT00000000737	0.156	0.553	0.224	0.542	0.580	0.199	0.407	0.161	0.000	0.000	0.000
NA|ENSPMAT00000000738	0.255	0.609	0.064	0.169	0.247	0.054	0.248	0.177	0.108	0.000	0.137
NA|ENSPMAT00000000740	3.709	3.049	1.460	0.193	0.601	0.105	3.846	0.183	1.796	0.298	0.000
NA|ENSPMAT00000000741	0.263	2.116	1.677	5.408	1.040	0.715	0.662	0.437	2.339	3.546	2.239
NA|ENSPMAT00000000742	0.938	11.071	0.106	1.166	0.069	0.535	0.640	0.779	0.235	0.179	1.589
NA|ENSPMAT00000000748	0.200	0.411	0.192	0.124	0.160	0.060	0.109	0.047	0.175	0.575	0.160
NA|ENSPMAT00000000749	8.008	49.888	9.069	16.159	21.601	12.172	8.481	7.780	25.846	26.516	28.437
NA|ENSPMAT00000000752	0.287	0.642	0.068	0.177	0.427	0.111	0.095	0.062	0.226	0.229	0.251
NA|ENSPMAT00000000757	0.558	2.456	0.889	0.499	0.395	0.340	1.017	0.337	1.345	2.207	2.895
NA|ENSPMAT00000000758	0.203	0.324	0.078	0.045	0.232	0.062	0.091	0.010	0.000	0.076	0.247
NA|ENSPMAT00000000763	3.496	24.911	4.585	7.190	13.498	7.514	5.575	6.633	19.736	12.063	10.154
NA|ENSPMAT00000000764	3.984	20.348	14.668	6.854	10.371	7.165	4.179	5.796	15.518	38.250	18.972
NA|ENSPMAT00000000765	0.683	3.533	1.247	2.148	1.843	1.024	1.377	0.899	2.538	2.340	2.815
NA|ENSPMAT00000000768	0.797	5.316	0.727	2.030	1.850	0.855	1.322	1.069	2.587	0.982	2.973
NA|ENSPMAT00000000769	0.340	0.762	1.577	0.106	0.326	0.346	0.286	0.000	0.813	2.798	0.627
NA|ENSPMAT00000000770	1.909	52.221	2.345	1.722	3.968	2.485	3.457	2.183	6.879	4.815	7.640
NA|ENSPMAT00000000772	5.805	49.386	14.257	17.897	25.034	11.927	8.167	5.305	20.955	25.929	28.686
NA|ENSPMAT00000000775	0.088	0.000	0.147	0.648	0.389	1.063	0.372	0.133	0.097	0.393	0.279
NA|ENSPMAT00000000776	10.784	58.702	5.016	21.145	22.474	10.587	9.779	13.364	32.248	18.180	18.821
NA|ENSPMAT00000000779	0.155	2.078	0.661	0.405	0.424	0.264	0.334	0.240	0.780	0.965	0.372
NA|ENSPMAT00000000781	5.071	33.131	4.331	18.248	11.150	5.659	7.016	6.770	16.810	6.326	23.587
NA|ENSPMAT00000000782	0.503	2.190	0.633	1.206	1.160	0.840	0.756	0.715	1.515	1.449	1.806
NA|ENSPMAT00000000783	0.287	1.588	0.255	0.743	1.095	0.521	0.366	0.499	0.980	0.719	0.869
NA|ENSPMAT00000000784	0.145	0.862	0.644	0.720	0.197	0.092	0.173	0.000	0.000	0.057	0.486
NA|ENSPMAT00000000785	8.284	94.528	10.063	29.534	58.309	26.351	9.836	18.930	54.808	30.087	42.013
NA|ENSPMAT00000000787	2.519	29.001	7.233	11.081	8.990	4.842	3.946	4.752	9.500	7.761	14.162
NA|ENSPMAT00000000788	0.554	3.160	1.022	1.182	1.549	1.010	1.014	0.787	2.312	2.893	2.481
NA|ENSPMAT00000000792	3.266	16.101	5.861	9.218	13.423	6.987	4.617	3.983	12.188	10.248	15.210
NA|ENSPMAT00000000793	1.290	4.149	1.351	2.579	2.157	1.178	1.090	1.357	2.055	2.800	2.547
NA|ENSPMAT00000000796	3.551	12.897	3.686	7.787	6.456	4.113	4.442	3.447	6.534	6.800	10.920
NA|ENSPMAT00000000797	0.199	1.472	0.224	0.720	0.637	0.365	0.408	0.225	0.723	0.609	0.866
NA|ENSPMAT00000000798	0.662	2.923	0.740	1.854	1.842	1.205	1.447	0.969	2.093	1.559	1.949
NA|ENSPMAT00000000800	0.118	0.000	0.231	0.359	0.226	0.523	0.100	0.462	0.129	0.196	0.373
NA|ENSPMAT00000000801	2.483	24.093	3.124	13.319	8.814	3.537	3.086	3.552	10.919	6.473	8.821
NA|ENSPMAT00000000802	3.317	10.569	2.435	2.509	3.027	2.215	2.602	2.587	6.726	8.355	7.621
NA|ENSPMAT00000000808	0.231	1.422	0.222	0.856	0.651	0.294	0.783	0.414	0.902	0.548	1.412
NA|ENSPMAT00000000810	2.679	18.569	1.807	11.794	9.988	2.700	3.817	2.090	6.736	3.095	11.874
NA|ENSPMAT00000000811	3.933	22.452	4.522	10.262	19.831	10.206	8.573	6.086	12.202	10.821	25.005
NA|ENSPMAT00000000812	3.811	15.406	1.143	2.298	5.952	3.045	2.523	2.110	7.044	4.146	6.930
NA|ENSPMAT00000000813	0.410	2.012	0.455	0.592	0.738	0.439	0.626	0.408	1.026	1.041	1.265
NA|ENSPMAT00000000814	0.646	0.688	0.399	0.670	0.986	0.152	0.531	0.666	2.295	0.612	1.864
NA|ENSPMAT00000000815	1.791	11.099	1.206	4.321	4.455	2.552	2.670	2.363	6.953	3.560	6.407
NA|ENSPMAT00000000817	5.175	25.139	6.050	9.166	20.140	10.353	7.220	5.227	18.845	14.631	12.932
NA|ENSPMAT00000000818	3.974	49.006	13.840	26.914	11.098	6.067	4.235	4.407	9.749	18.211	38.706
NA|ENSPMAT00000000819	1.627	9.114	2.489	3.856	7.656	4.395	3.650	2.552	6.226	5.181	5.026
NA|ENSPMAT00000000820	3.254	21.742	6.649	11.114	13.032	6.482	4.621	4.304	10.424	11.541	21.179
NA|ENSPMAT00000000821	5.010	29.471	5.071	3.695	6.447	7.123	11.127	5.044	13.489	12.458	14.209
NA|ENSPMAT00000000822	1.916	6.029	1.014	1.505	1.576	1.145	1.294	1.440	4.081	3.183	3.841
NA|ENSPMAT00000000823	25.980	57.973	4.253	26.585	28.683	36.183	67.311	28.767	77.741	7.768	142.172
NA|ENSPMAT00000000826	0.074	0.143	0.031	0.053	0.104	0.071	0.092	0.091	0.165	0.080	0.139
NA|ENSPMAT00000000827	0.806	9.053	2.618	4.249	3.263	1.875	0.913	1.046	2.318	2.919	3.850
NA|ENSPMAT00000000829	1.250	11.984	1.297	6.242	6.923	3.121	2.082	1.922	6.542	3.625	6.586
NA|ENSPMAT00000000830	3.148	6.997	2.566	1.504	1.185	0.164	4.552	1.037	5.988	1.192	1.085
NA|ENSPMAT00000000832	1.449	10.618	1.721	3.494	8.383	3.476	2.245	1.856	7.503	5.961	8.393
NA|ENSPMAT00000000833	0.388	3.188	0.619	0.708	0.947	0.558	0.669	0.324	1.685	0.913	1.062
NA|ENSPMAT00000000834	2.433	5.379	2.489	2.999	4.661	3.298	3.986	2.516	5.243	4.131	5.860
NA|ENSPMAT00000000838	2.068	23.357	4.718	7.457	3.623	2.374	2.439	2.251	6.804	6.155	15.032
NA|ENSPMAT00000000840	0.122	1.130	0.029	0.195	0.220	0.092	0.118	0.072	0.401	0.017	0.184
NA|ENSPMAT00000000841	4.969	19.547	2.927	8.609	7.177	4.691	8.539	5.402	17.387	4.607	24.452
NA|ENSPMAT00000000842	2.423	20.204	1.398	6.767	4.529	3.166	3.398	2.566	9.419	2.655	15.416
NA|ENSPMAT00000000846	4.546	25.058	1.640	10.408	9.474	6.945	12.284	8.662	14.762	3.072	20.478
NA|ENSPMAT00000000848	1.179	9.145	2.405	2.430	2.365	1.297	1.134	1.630	3.811	4.312	3.784
NA|ENSPMAT00000000849	1.099	7.384	5.421	4.017	3.299	2.633	2.707	1.991	3.428	8.655	6.854
NA|ENSPMAT00000000850	0.500	4.330	0.722	2.016	1.920	0.920	1.062	0.782	1.971	1.232	2.236
NA|ENSPMAT00000000852	0.477	3.645	0.416	1.573	1.689	1.139	1.409	1.113	2.020	0.900	0.838
NA|ENSPMAT00000000853	5.808	55.574	8.026	20.173	19.231	10.480	7.049	9.810	28.370	24.798	20.545
NA|ENSPMAT00000000854	3.524	15.027	3.006	7.076	5.501	4.351	5.300	4.779	6.031	3.755	6.302
NA|ENSPMAT00000000856	0.186	0.904	0.256	0.512	0.504	0.166	0.251	0.225	0.624	0.602	0.565
NA|ENSPMAT00000000860	0.725	10.455	1.466	3.735	5.138	1.978	2.216	1.451	3.916	3.411	3.187
NA|ENSPMAT00000000861	0.743	7.504	1.825	2.383	4.626	2.443	1.355	1.480	3.510	2.091	2.687
NA|ENSPMAT00000000862	0.071	0.177	0.030	0.104	0.122	0.068	0.252	0.053	0.162	0.126	0.581
NA|ENSPMAT00000000863	0.091	0.288	0.055	0.081	0.068	0.038	0.074	0.038	0.110	0.037	0.212
NA|ENSPMAT00000000864	6.306	39.291	4.348	20.010	21.594	12.028	16.289	10.703	26.693	10.821	17.823
NA|ENSPMAT00000000865	1.223	3.952	1.627	2.564	2.577	1.248	1.429	1.277	3.242	2.541	5.113
NA|ENSPMAT00000000866	0.355	0.000	0.066	0.312	0.572	0.106	0.455	0.158	0.144	0.146	0.997
NA|ENSPMAT00000000867	0.078	0.293	0.020	0.255	0.247	0.072	0.098	0.065	0.253	0.017	0.211
NA|ENSPMAT00000000869	0.288	0.896	0.613	1.064	0.919	0.527	0.494	0.374	1.427	0.592	1.045
NA|ENSPMAT00000000870	1.392	12.278	2.355	5.720	5.803	2.729	2.341	2.200	6.624	6.582	5.435
NA|ENSPMAT00000000874	0.636	3.197	0.663	1.650	1.551	1.020	1.338	0.897	1.436	1.070	1.873
NA|ENSPMAT00000000875	2.119	22.696	1.806	7.220	7.489	3.698	3.907	3.652	8.551	3.722	6.726
NA|ENSPMAT00000000876	2.152	16.034	1.947	5.957	5.919	3.806	4.834	3.443	7.825	5.439	7.471
NA|ENSPMAT00000000877	0.353	3.195	0.758	0.985	1.268	0.804	0.845	0.543	0.596	0.736	1.851
NA|ENSPMAT00000000878	3.518	14.528	1.346	2.704	4.467	2.648	3.622	3.302	10.750	4.543	3.705
NA|ENSPMAT00000000879	0.574	2.718	0.851	1.546	1.658	1.300	1.487	1.251	2.194	1.317	2.380
NA|ENSPMAT00000000880	6.327	61.571	10.488	20.102	16.984	8.852	6.371	9.249	25.785	21.898	20.892
NA|ENSPMAT00000000882	1.013	11.789	1.794	3.831	3.470	2.073	1.969	1.574	3.261	3.290	4.171
NA|ENSPMAT00000000883	1.035	10.020	2.481	6.902	4.717	2.525	1.808	1.852	4.802	3.617	4.617
NA|ENSPMAT00000000889	1.092	8.791	2.624	2.740	2.402	1.078	1.373	1.709	4.400	6.722	4.830
NA|ENSPMAT00000000890	0.195	2.179	0.239	0.450	0.440	0.259	0.251	0.119	0.208	0.807	0.640
NA|ENSPMAT00000000894	1.451	4.096	1.100	2.965	2.273	1.346	1.348	1.343	2.890	1.917	2.685
NA|ENSPMAT00000000895	0.408	1.299	1.176	0.683	0.519	0.266	0.439	0.305	0.743	2.169	0.887
NA|ENSPMAT00000000897	0.638	7.768	1.175	3.562	2.985	1.422	1.121	1.199	2.633	2.228	3.309
NA|ENSPMAT00000000898	9.515	40.461	6.545	18.806	17.831	8.853	15.219	12.900	28.547	21.104	23.550
NA|ENSPMAT00000000901	0.320	2.663	0.593	1.639	1.278	0.629	0.359	0.331	0.738	0.685	0.622
NA|ENSPMAT00000000902	0.536	0.000	0.044	0.058	0.633	0.114	0.519	0.046	0.146	0.000	0.170
NA|ENSPMAT00000000903	1.383	4.138	0.507	3.228	1.856	1.729	1.910	1.637	1.748	0.885	3.641
NA|ENSPMAT00000000906	0.422	3.000	1.461	1.172	0.230	0.198	0.364	0.240	0.705	0.858	1.744
NA|ENSPMAT00000000909	0.284	0.000	0.569	0.207	0.688	0.739	0.575	0.000	0.000	0.548	0.223
NA|ENSPMAT00000000910	0.192	0.436	0.101	0.375	0.234	0.189	0.212	0.197	0.386	0.115	0.232
NA|ENSPMAT00000000912	0.220	1.348	0.768	0.175	0.279	0.238	0.344	0.288	0.700	1.904	0.585
NA|ENSPMAT00000000913	0.440	4.299	0.502	1.852	1.346	0.730	1.045	0.696	1.923	0.888	2.099
NA|ENSPMAT00000000914	1.734	14.768	3.507	6.914	7.998	3.292	1.816	1.959	6.535	7.041	3.852
NA|ENSPMAT00000000915	2.493	1.561	0.848	0.263	0.219	0.029	1.613	0.248	1.031	0.158	0.165
NA|ENSPMAT00000000916	1.042	10.145	0.503	4.833	3.415	1.699	2.507	1.619	4.739	1.400	4.416
NA|ENSPMAT00000000920	6.159	37.298	10.078	11.149	11.686	5.054	5.237	4.286	19.640	26.595	20.439
NA|ENSPMAT00000000923	0.791	17.924	1.992	1.843	3.841	1.064	1.613	1.686	4.716	3.815	4.351
NA|ENSPMAT00000000926	0.670	7.188	2.313	5.703	2.989	1.141	0.871	0.718	2.423	3.497	2.355
NA|ENSPMAT00000000927	6.099	79.988	7.775	30.856	24.332	16.868	11.205	11.949	29.132	10.866	23.832
NA|ENSPMAT00000000929	1.194	4.102	1.355	1.108	2.129	1.583	1.018	1.233	1.687	1.458	1.705
NA|ENSPMAT00000000930	6.358	44.584	6.041	26.511	18.961	8.830	9.827	9.469	21.741	11.993	19.308
NA|ENSPMAT00000000933	0.499	4.157	1.194	1.031	1.150	0.874	1.018	0.591	1.114	1.270	1.657
NA|ENSPMAT00000000934	0.283	1.199	0.739	0.341	0.404	0.701	0.769	0.621	0.766	0.755	0.596
NA|ENSPMAT00000000935	2.756	30.993	7.193	13.115	13.981	8.599	6.775	5.229	13.000	11.934	11.833
NA|ENSPMAT00000000937	2.224	7.771	1.871	6.382	6.557	3.348	3.511	2.837	7.399	4.382	7.901
NA|ENSPMAT00000000938	0.120	0.171	0.029	0.141	0.385	0.132	0.102	0.021	0.040	0.079	0.073
NA|ENSPMAT00000000940	9.057	58.656	9.200	32.427	28.764	14.064	18.790	11.271	39.203	28.466	47.866
NA|ENSPMAT00000000942	1.846	15.059	3.261	2.278	3.025	1.603	1.640	1.254	3.527	5.995	5.091
NA|ENSPMAT00000000944	0.327	1.265	0.503	0.401	0.938	0.530	0.583	0.360	1.270	1.410	0.971
NA|ENSPMAT00000000947	2.118	10.318	4.687	6.994	8.285	4.021	4.395	2.747	7.079	4.714	7.800
NA|ENSPMAT00000000948	0.226	0.795	0.087	0.301	0.475	0.203	0.158	0.182	0.424	0.127	0.193
NA|ENSPMAT00000000951	0.356	0.000	0.030	0.020	0.057	0.000	0.124	0.028	0.051	0.000	0.380
NA|ENSPMAT00000000952	42.673	250.887	43.943	111.213	109.645	59.653	80.993	59.322	154.972	99.382	147.958
NA|ENSPMAT00000000953	0.120	0.000	0.051	0.070	0.727	0.357	0.319	0.482	0.701	0.088	0.084
NA|ENSPMAT00000000956	1.475	10.254	0.389	4.062	4.106	2.707	2.666	1.982	5.528	0.488	5.592
NA|ENSPMAT00000000959	0.149	0.543	0.089	0.093	0.092	0.055	0.145	0.167	0.362	0.261	0.560
NA|ENSPMAT00000000961	0.642	6.484	1.489	2.656	2.343	0.945	1.033	0.800	3.170	2.514	3.207
NA|ENSPMAT00000000962	0.566	2.102	0.596	1.383	2.548	1.321	1.425	0.949	2.645	1.497	2.996
NA|ENSPMAT00000000963	1.323	9.859	1.533	5.943	4.627	3.083	2.760	1.934	4.400	2.520	4.184
NA|ENSPMAT00000000965	1.405	14.800	1.952	4.608	5.901	2.442	3.711	2.846	5.461	2.783	5.558
NA|ENSPMAT00000000966	2.672	29.895	5.079	11.333	16.163	5.221	6.048	4.271	9.387	8.400	9.119
NA|ENSPMAT00000000973	0.281	2.064	0.166	0.650	0.559	0.341	0.217	0.312	0.902	0.401	0.723
NA|ENSPMAT00000000974	3.025	35.014	6.214	9.441	13.444	6.487	4.863	5.170	17.110	11.679	17.276
NA|ENSPMAT00000000976	0.060	0.215	0.061	0.275	0.260	0.204	0.305	0.196	0.394	0.080	0.280
NA|ENSPMAT00000000977	0.182	0.406	0.394	0.242	0.176	0.102	0.210	0.117	0.181	0.545	0.179
NA|ENSPMAT00000000978	38.787	134.583	35.972	63.218	127.856	80.367	44.699	59.537	144.835	114.202	127.723
NA|ENSPMAT00000000983	2.990	4.912	3.540	1.095	2.149	3.744	7.133	3.165	6.035	6.229	5.841
NA|ENSPMAT00000000985	0.893	8.384	0.774	4.850	3.764	2.093	1.973	1.633	4.847	1.674	5.125
NA|ENSPMAT00000000986	0.260	0.714	0.071	0.398	0.000	0.000	0.534	0.140	0.000	0.000	0.000
NA|ENSPMAT00000000988	0.753	5.342	0.054	0.523	0.446	0.479	0.491	0.259	1.505	0.188	2.062
NA|ENSPMAT00000000989	0.695	3.866	1.904	1.187	2.115	1.576	2.039	1.105	2.464	3.189	2.024
NA|ENSPMAT00000000991	1.905	13.086	2.254	5.610	16.766	5.629	4.303	3.964	14.210	6.038	1.291
NA|ENSPMAT00000000993	0.540	8.999	2.918	4.338	5.167	1.798	1.365	0.971	2.909	3.451	3.045
NA|ENSPMAT00000000994	1.035	3.258	1.169	1.693	2.264	1.424	1.209	0.851	3.101	3.549	3.712
NA|ENSPMAT00000000995	1.297	6.733	0.501	2.534	2.287	1.890	3.293	1.581	3.799	0.934	5.520
NA|ENSPMAT00000000996	5.065	20.486	11.304	13.613	25.555	12.799	9.333	9.850	20.922	23.355	18.230
NA|ENSPMAT00000000997	1.703	8.174	1.819	4.962	5.172	3.124	3.536	2.784	5.942	3.533	5.298
NA|ENSPMAT00000001001	12.124	103.004	14.828	52.775	72.699	28.905	17.166	19.305	75.106	47.213	47.539
NA|ENSPMAT00000001004	0.509	1.190	0.492	0.698	0.715	1.859	2.369	1.431	1.870	0.907	3.114
NA|ENSPMAT00000001006	0.396	0.000	0.000	0.453	0.239	0.306	0.316	0.000	0.395	0.000	0.000
NA|ENSPMAT00000001007	0.257	1.052	0.359	0.668	0.462	0.672	0.505	0.386	0.814	0.751	0.812
NA|ENSPMAT00000001008	0.264	36.426	1.342	9.186	6.810	2.434	1.534	0.805	5.587	1.161	3.374
NA|ENSPMAT00000001009	0.209	2.748	0.035	0.603	0.334	0.217	0.372	0.293	0.731	0.045	1.507
NA|ENSPMAT00000001013	9.077	31.951	9.348	33.931	39.917	18.724	16.492	13.413	29.129	25.476	27.132
NA|ENSPMAT00000001014	0.980	5.716	0.748	1.831	2.641	1.870	2.493	2.067	4.189	1.088	1.015
NA|ENSPMAT00000001018	0.437	0.586	0.291	0.162	0.427	0.050	0.138	0.094	0.482	0.139	0.098
NA|ENSPMAT00000001021	0.152	0.271	0.057	0.112	0.107	0.000	0.257	0.091	0.288	0.072	0.067
NA|ENSPMAT00000001024	1.199	5.177	0.723	1.708	2.232	1.377	1.595	0.945	3.055	2.220	4.338
NA|ENSPMAT00000001027	2.090	23.930	2.022	3.470	3.505	3.503	1.812	1.704	4.638	2.552	5.299
NA|ENSPMAT00000001031	0.824	5.253	5.502	2.021	2.087	1.127	1.955	1.282	1.629	7.829	2.510
NA|ENSPMAT00000001038	1.037	5.194	2.674	3.265	3.973	2.393	2.303	2.003	5.244	5.696	4.090
NA|ENSPMAT00000001039	0.107	1.205	0.145	1.719	2.644	3.680	1.005	3.613	1.270	0.184	1.349
NA|ENSPMAT00000001041	0.614	5.547	1.190	2.251	1.889	1.188	1.469	0.903	2.466	2.592	3.031
NA|ENSPMAT00000001044	21.443	111.689	23.237	39.476	65.990	29.954	22.534	31.467	95.956	112.377	57.630
NA|ENSPMAT00000001046	1.085	9.355	2.957	9.748	3.966	1.822	2.915	1.889	2.288	4.329	8.246
NA|ENSPMAT00000001053	1.146	9.512	2.894	4.086	3.891	2.104	1.506	1.017	4.303	5.551	5.292
NA|ENSPMAT00000001054	1.946	14.493	4.227	7.327	4.424	2.403	2.188	1.745	5.804	8.267	10.073
NA|ENSPMAT00000001055	0.425	0.634	0.860	0.888	0.969	0.921	0.580	0.543	1.123	1.078	1.364
NA|ENSPMAT00000001057	6.194	40.227	3.583	5.455	18.164	8.531	10.463	12.015	20.768	10.085	12.301
NA|ENSPMAT00000001058	0.101	0.228	0.040	0.123	0.137	0.225	0.267	0.397	0.000	0.285	0.205
NA|ENSPMAT00000001061	0.754	5.293	1.800	3.009	2.322	0.990	1.276	0.923	3.522	3.618	2.494
NA|ENSPMAT00000001062	0.154	0.917	0.305	0.463	0.662	0.245	0.332	0.059	0.270	0.515	0.303
NA|ENSPMAT00000001067	1.691	8.949	1.334	3.920	3.977	2.691	3.424	1.909	5.188	3.106	5.879
NA|ENSPMAT00000001070	0.208	2.530	0.464	1.077	0.562	0.323	0.371	0.340	0.733	0.709	1.602
NA|ENSPMAT00000001071	0.289	0.592	0.213	0.199	0.274	0.239	0.339	0.241	0.422	0.639	0.644
NA|ENSPMAT00000001072	0.889	6.469	1.557	6.684	4.950	1.768	1.045	1.133	3.531	4.022	4.802
NA|ENSPMAT00000001077	43.138	1597.420	132.287	416.420	319.831	191.324	122.098	112.151	239.851	116.785	248.211
NA|ENSPMAT00000001081	3.166	9.638	4.036	8.438	8.251	7.818	8.744	3.601	12.312	8.196	17.172
NA|ENSPMAT00000001083	3.279	27.783	4.491	13.642	11.390	5.881	10.425	7.551	12.759	6.211	10.676
NA|ENSPMAT00000001084	3.282	21.010	1.752	9.084	10.604	5.515	4.851	4.890	16.432	6.895	15.649
NA|ENSPMAT00000001085	4.011	24.668	6.106	14.054	12.033	7.722	12.986	8.319	12.082	9.611	15.644
NA|ENSPMAT00000001093	29.087	137.780	21.241	92.718	167.990	90.986	49.721	46.064	129.610	74.835	139.173
NA|ENSPMAT00000001094	2.065	13.402	2.126	4.479	5.136	2.989	3.272	1.484	4.482	4.438	6.750
NA|ENSPMAT00000001095	22.491	181.789	49.153	103.640	128.693	50.804	30.677	36.246	130.094	107.258	126.532
NA|ENSPMAT00000001097	0.537	7.035	1.189	1.485	1.196	0.891	1.635	0.699	1.165	1.439	1.907
NA|ENSPMAT00000001098	0.780	8.966	4.482	1.559	2.385	1.307	1.662	1.385	3.419	7.822	7.047
NA|ENSPMAT00000001099	0.908	3.955	1.241	3.444	2.970	1.302	1.463	1.285	3.193	2.325	2.728
NA|ENSPMAT00000001101	0.915	5.713	0.695	1.256	1.277	0.687	1.000	0.938	2.057	1.613	1.967
NA|ENSPMAT00000001102	11.789	143.324	15.698	52.409	43.244	18.872	13.144	14.985	59.138	38.930	51.951
NA|ENSPMAT00000001104	0.479	0.071	0.047	0.028	0.102	0.069	0.133	0.132	0.241	0.257	0.022
NA|ENSPMAT00000001108	0.556	2.038	0.444	1.081	1.318	0.776	0.605	0.543	1.286	1.187	1.100
NA|ENSPMAT00000001112	0.358	1.062	0.548	0.768	0.589	1.284	1.385	0.783	0.867	0.431	0.995
