SeqID	tissues	sham+4days_1	sham+4days_2	SCI+4days_1	SCI+4days_2	SCI+4days_3
BEND5|XM_034778117.1|mRNA	9.294	11.934	38.110	27.808	36.255	23.657
BEND6|XM_034766292.1|mRNA	2.030	14.987	9.369	21.678	8.477	5.487
BEND6|XM_034766293.1|mRNA	0.394	4.146	0.000	7.272	0.000	0.000
BEND7|XM_034765037.1|mRNA	2.046	3.118	19.369	6.128	15.264	8.254
BEND7|XM_034765048.1|mRNA	0.000	0.000	0.001	0.794	0.000	4.127
BEND7|XM_034765066.1|mRNA	2.430	3.960	0.000	8.145	0.000	0.000
BEST3|XM_034771305.1|mRNA	13.258	42.012	39.204	68.981	22.782	29.926
BET1L|XM_034770519.1|mRNA	2.690	7.209	0.000	5.443	0.528	0.000
BET1L|XM_034770520.1|mRNA	0.778	0.000	0.000	3.158	8.525	4.708
BET1L|XM_034770521.1|mRNA	0.111	0.000	41.068	5.162	44.648	43.905
BET1|XM_034760458.1|mRNA	3.946	6.263	75.131	19.496	108.409	100.894
BFAR|XM_034784027.1|mRNA	5.228	7.115	36.482	18.281	38.065	36.951
BFSP1|XM_034766950.1|mRNA	0.036	0.130	0.500	0.218	0.000	0.924
BFSP2|XM_034759489.1|mRNA	0.123	0.165	1.461	0.492	1.507	1.230
BHLHA15|XM_034784001.1|mRNA	0.075	0.433	1.881	0.298	0.866	0.474
BHLHE22|XM_034759447.1|mRNA	0.247	1.274	4.838	1.641	4.052	2.395
BHLHE23|XM_034788015.1|mRNA	0.000	0.086	0.425	0.844	0.755	0.831
BHLHE40|XM_034776847.1|mRNA	4.956	9.090	22.432	24.183	39.501	36.275
BHLHE41|XM_034782883.1|mRNA	2.331	13.106	57.495	23.040	58.017	45.585
BICC1|XM_034776029.1|mRNA	0.524	3.838	30.587	13.888	28.281	33.464
BICC1|XM_034776030.1|mRNA	1.083	2.969	6.812	1.751	14.867	0.000
BICD1|XM_034780066.1|mRNA	0.804	2.773	0.000	6.876	0.000	0.000
BICD1|XM_034780076.1|mRNA	0.252	0.453	5.628	0.000	2.755	6.919
BICD1|XM_034780083.1|mRNA	0.000	0.048	15.282	0.099	16.788	6.722
BICD1|XM_034780090.1|mRNA	3.683	3.085	0.365	3.007	0.838	0.000
BICD1|XM_034780097.1|mRNA	0.003	2.624	0.000	0.021	0.000	0.000
BICD1|XM_034780106.1|mRNA	1.543	11.687	0.193	30.988	0.000	0.284
BICD2|XM_034775498.1|mRNA	2.257	10.061	78.864	23.932	59.452	43.358
BICD2|XM_034775499.1|mRNA	1.586	9.534	21.119	29.116	36.083	17.492
BICDL1|XM_034791477.1|mRNA	0.384	2.402	3.720	3.360	0.055	0.077
BICDL1|XM_034791478.1|mRNA	0.000	0.000	0.000	0.000	1.807	2.074
BICRAL|XM_034764485.1|mRNA	0.113	0.150	0.386	0.613	0.000	0.000
BICRAL|XM_034764488.1|mRNA	0.071	0.360	2.038	0.193	0.000	0.000
BICRAL|XM_034764489.1|mRNA	0.326	0.893	2.030	1.246	1.190	0.817
BICRAL|XM_034764491.1|mRNA	2.347	6.739	23.769	9.678	19.290	14.805
BICRA|XM_034792046.1|mRNA	0.000	0.000	1.740	0.000	0.000	0.000
BICRA|XM_034792047.1|mRNA	0.000	0.967	0.000	1.838	0.000	0.001
BICRA|XM_034792048.1|mRNA	0.357	0.224	0.619	0.056	2.686	2.590
BICRA|XM_034792049.1|mRNA	0.045	0.330	0.000	1.090	0.000	0.000
BID|XM_034781400.1|mRNA	0.000	0.000	4.615	2.013	5.953	0.000
BID|XM_034781430.1|mRNA	2.631	4.808	24.798	13.280	25.535	25.707
BIN1|XM_034786371.1|mRNA	0.756	0.022	4.790	0.000	0.017	0.000
BIN1|XM_034786372.1|mRNA	0.619	1.905	9.277	13.633	8.759	0.000
BIN1|XM_034786373.1|mRNA	4.220	7.468	28.474	19.006	25.817	31.069
BIN1|XM_034786374.1|mRNA	2.454	20.487	20.875	51.949	30.470	20.927
BIN1|XM_034786376.1|mRNA	2.036	3.218	15.501	6.172	6.676	19.744
BIN1|XM_034786377.1|mRNA	1.065	0.000	2.350	0.264	0.315	0.000
BIN2|XM_034792928.1|mRNA	0.555	0.218	0.399	1.639	1.998	2.196
BIN3|XM_034761873.1|mRNA	5.205	7.127	12.758	16.882	12.856	18.892
BIRC5|XM_034764061.1|mRNA	1.708	2.917	15.097	6.292	19.724	39.614
BIRC6|XM_034764920.1|mRNA	1.754	5.259	23.965	12.709	24.517	20.099
BLCAP|XM_034787374.1|mRNA	3.959	3.033	61.001	21.856	102.935	101.493
BLCAP|XM_034787375.1|mRNA	1.033	0.950	0.534	2.402	0.000	2.878
BLK|XM_034766712.1|mRNA	0.000	0.000	0.302	0.000	1.141	0.625
BLMH|XM_034752745.1|mRNA	1.727	3.421	26.825	25.011	54.520	54.303
BLM|XM_034784409.1|mRNA	0.009	0.000	3.034	0.049	0.000	5.857
BLM|XM_034784410.1|mRNA	0.709	2.790	3.821	7.739	8.547	0.000
BLNK|XM_034776414.1|mRNA	0.148	0.000	0.000	1.430	0.000	0.463
BLNK|XM_034776415.1|mRNA	0.261	0.000	0.000	0.000	0.000	0.809
BLNK|XM_034776417.1|mRNA	0.001	2.806	2.476	4.077	3.877	1.733
BLNK|XM_034776418.1|mRNA	0.495	0.905	0.000	3.525	2.719	3.003
BLOC1S1|XM_034792788.1|mRNA	0.718	1.270	15.943	4.059	26.450	21.198
BLOC1S2|XM_034777292.1|mRNA	3.582	8.341	30.101	16.556	27.674	37.923
BLOC1S4|XM_034762454.1|mRNA	7.818	10.966	59.153	21.001	77.793	48.339
BLOC1S4|XM_034762455.1|mRNA	0.426	1.390	17.048	2.812	7.991	13.993
BLOC1S5|XM_034762287.1|mRNA	0.235	0.000	6.088	1.273	24.813	22.631
BLOC1S5|XR_004644655.1|transcript	1.814	1.988	14.694	5.927	4.018	6.930
BLOC1S5|XR_004644656.1|transcript	2.013	6.691	21.319	13.295	8.964	6.875
BLOC1S6|XM_034783897.1|mRNA	3.206	5.759	0.050	26.678	0.002	0.130
BLOC1S6|XM_034783898.1|mRNA	3.002	6.895	42.653	1.695	57.868	56.730
BLOC1S6|XM_034783899.1|mRNA	0.611	0.000	0.000	1.287	0.797	0.001
BLOC1S6|XM_034783900.1|mRNA	0.269	0.623	2.128	0.691	0.000	5.079
BLVRA|XM_034761267.1|mRNA	2.387	16.739	50.025	13.358	25.557	28.044
BLVRB|XM_034792199.1|mRNA	0.422	0.187	12.140	2.945	42.917	59.415
BLZF1|XM_034789604.1|mRNA	0.413	1.109	5.617	8.124	6.129	7.808
BLZF1|XM_034789614.1|mRNA	5.652	10.987	49.328	18.478	51.611	63.004
BMERB1|XM_034784559.1|mRNA	4.595	10.857	30.336	58.516	58.258	58.919
BMF|XM_034769015.1|mRNA	0.571	1.533	1.406	3.526	2.732	2.851
BMF|XM_034769016.1|mRNA	0.064	0.215	0.490	1.261	0.000	0.000
BMP1|XM_034761896.1|mRNA	3.869	3.897	5.319	7.799	8.395	6.979
BMP1|XM_034761897.1|mRNA	0.269	0.489	8.314	2.455	0.000	3.900
BMP1|XM_034761898.1|mRNA	0.204	1.433	4.173	2.751	2.258	4.246
BMP2K|XM_034772458.1|mRNA	0.967	0.989	0.000	8.877	0.000	0.000
BMP2K|XM_034772459.1|mRNA	0.528	4.703	16.547	5.637	9.621	9.593
BMP2K|XM_034772460.1|mRNA	0.000	0.646	1.680	0.451	6.175	0.000
BMP2K|XR_004645951.1|transcript	0.668	0.820	10.811	4.169	11.975	10.984
BMP3|XM_034772384.1|mRNA	1.579	14.232	45.079	25.311	30.499	37.234
BMP4|XM_034769793.1|mRNA	0.360	0.721	7.493	4.123	11.655	15.343
BMP5|XM_034766298.1|mRNA	0.345	1.255	2.589	1.736	0.000	1.332
BMP5|XM_034766299.1|mRNA	0.183	0.000	0.004	0.000	1.540	0.000
BMP5|XM_034766300.1|mRNA	0.124	0.283	3.428	0.742	1.230	1.164
BMP6|XM_034762284.1|mRNA	1.017	1.135	17.510	3.692	26.130	24.581
BMP7|XM_034787199.1|mRNA	0.317	2.159	14.177	9.621	49.347	35.487
BMP7|XM_034787201.1|mRNA	0.000	0.000	2.215	0.000	11.549	1.140
BMP7|XM_034787202.1|mRNA	0.000	0.000	0.526	0.166	2.987	1.498
BMP7|XR_004647844.1|transcript	0.171	0.379	1.793	0.623	3.530	1.097
BMPER|XM_034761175.1|mRNA	0.269	1.202	6.142	1.338	3.570	2.909
BMPER|XM_034761176.1|mRNA	0.077	0.401	11.957	1.507	6.757	8.216
BMPR1A|XM_034777384.1|mRNA	1.570	6.329	13.271	13.066	11.416	8.548
BMPR1B|XM_034772217.1|mRNA	0.240	2.471	2.713	2.923	7.438	2.270
BMPR1B|XM_034772218.1|mRNA	0.700	0.000	14.584	1.447	0.008	4.004
BMPR1B|XM_034772219.1|mRNA	0.000	0.927	0.000	0.292	0.000	2.270
BMPR2|XM_034786516.1|mRNA	1.465	2.483	7.530	6.985	10.130	7.770
BMPR2|XM_034786517.1|mRNA	0.521	4.125	15.463	9.414	11.541	4.054
BMS1|XM_034776434.1|mRNA	3.128	8.787	22.177	37.747	26.012	20.586
BMT2|XM_034758274.1|mRNA	2.139	5.585	44.909	15.544	33.716	27.619
BMX|XM_034756417.1|mRNA	0.088	0.118	0.391	0.088	0.000	0.536
BNC1|XM_034784744.1|mRNA	0.393	0.857	0.350	0.940	0.872	0.384
BNC2|XM_034774057.1|mRNA	0.147	1.990	2.398	4.454	1.802	1.926
BNC2|XM_034774058.1|mRNA	0.128	0.000	0.518	3.666	2.471	4.147
BNC2|XM_034774060.1|mRNA	0.000	0.000	0.477	1.297	1.093	0.001
BNIP1|XM_034779704.1|mRNA	5.328	11.655	37.778	33.881	45.298	39.667
BNIP2|XM_034783210.1|mRNA	1.773	5.498	0.000	10.363	0.000	0.000
BNIP2|XM_034783211.1|mRNA	0.000	0.000	0.000	0.000	0.000	7.628
BNIP2|XM_034783212.1|mRNA	0.565	2.119	4.809	3.759	4.693	4.197
BNIP2|XM_034783215.1|mRNA	0.102	0.472	0.000	0.754	0.000	0.000
BNIP2|XM_034783217.1|mRNA	0.000	0.000	23.203	0.000	26.455	13.708
BNIP3L|XM_034761818.1|mRNA	14.692	46.135	181.517	84.129	236.612	189.588
BNIP3|XM_034775804.1|mRNA	33.074	51.542	102.250	54.249	82.796	48.876
BNIP5|XM_034767526.1|mRNA	0.152	0.136	1.600	0.814	1.434	1.259
BNIPL|XM_034756858.1|mRNA	0.188	0.000	2.265	1.809	2.651	1.423
BOC|XM_034789358.1|mRNA	0.658	2.998	15.069	8.746	16.344	17.607
BOD1L1|XM_034770997.1|mRNA	1.917	4.975	19.444	6.164	25.919	10.994
BOD1L1|XM_034770998.1|mRNA	0.703	1.981	9.829	2.587	6.944	0.138
BOD1L1|XM_034770999.1|mRNA	0.026	2.237	10.649	10.698	0.009	12.727
BOD1|XM_034779585.1|mRNA	1.320	2.853	12.277	6.805	10.666	22.649
BOD1|XM_034779587.1|mRNA	3.575	7.165	45.458	42.076	83.394	69.653
BOK|XM_034780913.1|mRNA	0.000	0.323	1.539	0.633	1.118	1.143
BOLA1|XM_034756835.1|mRNA	0.830	0.737	10.951	3.313	4.259	10.936
BOLA3|XM_034761731.1|mRNA	4.659	4.761	47.692	13.421	50.845	61.073
BOP1|XM_034763779.1|mRNA	0.525	1.149	3.557	3.508	9.229	8.172
BORA|XM_034758356.1|mRNA	0.000	0.615	2.276	0.000	0.000	4.757
BORA|XM_034758357.1|mRNA	0.000	0.000	0.000	0.843	4.924	0.899
BORA|XM_034758358.1|mRNA	0.312	0.000	1.898	0.231	0.000	0.000
BORCS5|XM_034784396.1|mRNA	2.787	6.148	34.303	10.385	36.133	27.107
BORCS6|XM_034768329.1|mRNA	0.000	0.338	5.202	1.330	7.518	5.401
BORCS7|XM_034776757.1|mRNA	0.997	3.367	63.347	12.363	94.841	48.983
BORCS7|XM_034776758.1|mRNA	3.432	4.197	10.753	9.174	0.000	0.000
BORCS8|XM_034754969.1|mRNA	1.113	2.139	20.197	6.107	16.999	17.022
BPGM|XM_034781783.1|mRNA	2.886	2.736	0.000	7.300	0.000	0.000
BPGM|XM_034781792.1|mRNA	3.609	7.320	11.408	23.423	34.005	65.167
BPGM|XM_034781802.1|mRNA	0.000	0.209	8.254	0.000	0.547	1.769
BPGM|XR_004647138.1|transcript	0.000	0.000	0.174	0.000	23.976	24.110
BPHL|XM_034762238.1|mRNA	14.456	13.014	66.636	21.750	39.355	53.170
BPI|XM_034787845.1|mRNA	0.310	0.732	10.244	3.753	14.938	13.818
BPNT1|XM_034764618.1|mRNA	4.037	8.956	42.802	23.183	32.503	45.120
BPNT2|XM_034762963.1|mRNA	3.163	8.353	82.492	29.869	80.751	75.792
BPTF|XM_034790567.1|mRNA	0.368	0.731	4.527	1.857	4.382	4.989
BPTF|XM_034790568.1|mRNA	0.281	5.846	6.800	0.631	1.566	5.068
BPTF|XM_034790570.1|mRNA	0.425	0.853	5.618	5.563	0.000	1.658
BPTF|XM_034790571.1|mRNA	0.001	0.000	0.020	0.000	10.334	0.000
BPTF|XM_034790572.1|mRNA	0.283	0.318	6.260	5.211	5.456	5.495
BPTF|XM_034790573.1|mRNA	0.001	0.550	5.072	0.000	4.778	3.612
BPTF|XM_034790574.1|mRNA	0.639	0.674	2.499	4.017	0.003	0.724
BRAF|XM_034779507.1|mRNA	0.545	6.086	6.474	2.493	5.660	3.091
BRAF|XM_034779516.1|mRNA	1.621	3.019	14.853	12.427	10.605	12.228
BRAP|XM_034790813.1|mRNA	3.079	9.623	23.561	20.422	17.902	16.948
BRAT1|XM_034784421.1|mRNA	0.104	1.114	0.000	3.665	0.000	8.269
BRAT1|XM_034784422.1|mRNA	0.000	0.011	0.000	1.106	0.000	0.208
BRAT1|XM_034784425.1|mRNA	0.220	0.495	13.831	0.000	10.037	3.905
BRCA1|XM_034756070.1|mRNA	0.252	0.725	2.943	5.815	1.955	4.452
BRCA1|XM_034756071.1|mRNA	0.000	0.317	1.314	0.000	2.539	1.402
BRCA2|XM_034758652.1|mRNA	0.225	0.296	1.832	0.969	2.289	2.155
BRCA2|XM_034758653.1|mRNA	0.075	0.895	2.518	1.364	3.095	2.865
BRCC3|XM_034781462.1|mRNA	3.535	8.105	13.351	21.333	23.996	26.209
BRD1|XM_034767208.1|mRNA	0.000	0.000	19.148	6.144	16.042	10.501
BRD1|XM_034767219.1|mRNA	0.509	3.510	8.876	2.170	10.251	10.644
BRD1|XM_034767230.1|mRNA	1.324	1.907	10.744	4.706	10.621	9.074
BRD1|XM_034767238.1|mRNA	1.909	1.785	1.303	1.861	3.535	4.536
BRD1|XM_034767247.1|mRNA	0.000	1.852	0.968	3.082	1.882	0.000
BRD3OS|XM_034751914.1|mRNA	3.655	16.116	118.386	32.211	71.337	54.200
BRD3|XM_034793604.1|mRNA	0.782	3.619	8.708	8.096	12.005	9.035
BRD3|XM_034793605.1|mRNA	1.076	4.019	8.636	4.425	0.000	5.494
BRD4|XM_034793551.1|mRNA	2.982	3.045	0.479	10.695	6.072	0.000
BRD4|XM_034793552.1|mRNA	1.751	4.824	26.032	10.920	22.855	24.534
BRD4|XM_034793553.1|mRNA	0.000	2.395	0.000	0.000	0.000	0.000
BRD4|XM_034793555.1|mRNA	0.000	0.000	0.004	0.000	0.164	2.366
BRD4|XM_034793556.1|mRNA	2.877	5.741	19.231	20.682	23.596	27.895
BRD4|XM_034793557.1|mRNA	0.000	0.000	0.275	5.940	0.000	0.501
BRD7|XM_034788213.1|mRNA	6.187	16.569	26.734	28.341	32.637	26.297
BRD7|XM_034788214.1|mRNA	13.427	26.932	22.171	74.363	16.281	16.060
BRD8|XM_034779474.1|mRNA	3.830	2.145	0.000	13.806	0.638	5.067
BRD8|XM_034779475.1|mRNA	1.533	6.663	8.835	4.057	16.270	12.553
BRD8|XM_034779477.1|mRNA	0.000	1.548	16.880	0.000	11.094	8.953
BRD8|XR_004646863.1|transcript	0.501	0.924	3.011	4.114	2.441	1.547
BRD9|XM_034759508.1|mRNA	10.598	27.729	62.990	64.770	69.584	57.180
BRDT|XM_034779681.1|mRNA	0.000	0.206	4.037	0.000	1.644	1.033
BRF1|XM_034767834.1|mRNA	2.830	11.364	35.973	25.124	31.533	20.543
BRF1|XR_004645421.1|transcript	0.087	0.000	0.000	0.401	0.000	0.579
BRF2|XM_034761958.1|mRNA	0.750	2.062	8.502	4.600	7.674	8.915
BRF2|XR_004644622.1|transcript	0.087	0.256	0.892	0.457	0.578	1.017
BRI3BP|XM_034791210.1|mRNA	3.273	9.338	71.850	20.282	86.761	75.678
BRI3|XM_034782974.1|mRNA	5.796	3.762	42.454	8.801	62.597	74.243
BRICD5|XM_034783601.1|mRNA	0.733	1.367	10.942	4.239	7.352	14.451
BRINP1|XM_034793712.1|mRNA	9.402	24.581	127.374	39.438	62.878	54.786
BRINP2|XM_034779289.1|mRNA	0.343	0.379	1.599	0.845	0.362	0.399
BRINP3|XM_034778429.1|mRNA	1.744	1.109	0.881	1.661	0.000	0.000
BRINP3|XM_034778430.1|mRNA	0.197	0.609	1.337	0.593	1.542	0.000
BRINP3|XM_034778431.1|mRNA	0.124	0.133	1.959	0.526	0.000	11.219
BRINP3|XM_034778433.1|mRNA	0.000	0.000	20.147	0.000	16.093	1.248
BRINP3|XM_034778434.1|mRNA	1.766	7.796	20.013	13.556	20.207	17.259
BRIP1|XM_034752655.1|mRNA	0.573	2.026	10.870	2.903	7.272	8.539
BRIX1|XM_034773317.1|mRNA	4.780	9.168	23.842	39.499	33.027	45.065
BRMS1L|XM_034769242.1|mRNA	3.374	9.448	34.992	19.910	27.031	25.903
BRMS1|XM_034776831.1|mRNA	2.399	3.141	13.905	8.104	19.789	13.026
BROX|XM_034764638.1|mRNA	0.759	1.508	9.935	7.564	0.000	0.000
BROX|XM_034764639.1|mRNA	1.116	1.974	4.866	4.446	12.000	0.000
BROX|XM_034764640.1|mRNA	1.322	11.751	30.843	6.947	30.550	28.332
BROX|XM_034764642.1|mRNA	0.107	0.374	0.234	6.830	0.000	0.000
BROX|XM_034764643.1|mRNA	1.083	0.003	24.857	5.518	24.879	23.344
BRPF1|XM_034777433.1|mRNA	0.154	1.235	0.027	1.360	0.000	0.064
BRPF1|XM_034777434.1|mRNA	0.646	0.473	4.144	4.163	4.698	5.829
BRPF1|XM_034777435.1|mRNA	0.122	0.000	1.814	0.536	1.112	0.000
BRPF3|XM_034767453.1|mRNA	0.002	2.252	0.000	3.487	2.384	3.064
BRPF3|XM_034767454.1|mRNA	2.083	2.545	7.809	6.674	4.249	5.285
BRPF3|XM_034767457.1|mRNA	0.183	0.290	0.000	0.600	0.000	0.433
BRS3|XM_034782513.1|mRNA	0.310	1.151	3.381	1.134	2.472	1.011
BRSK2|XM_034770312.1|mRNA	0.561	2.994	3.130	4.332	2.402	2.359
BRSK2|XM_034770313.1|mRNA	0.000	1.677	3.777	0.000	0.000	0.000
BRSK2|XM_034770315.1|mRNA	0.000	0.775	1.127	3.627	0.000	1.101
BRSK2|XM_034770316.1|mRNA	1.337	1.294	2.808	3.023	4.812	3.302
BRSK2|XM_034770317.1|mRNA	0.463	3.820	0.890	2.344	0.849	1.278
BRSK2|XM_034770318.1|mRNA	0.000	0.000	1.600	1.212	0.000	0.000
BRWD1|XM_034752914.1|mRNA	3.896	14.488	34.245	30.528	28.296	23.354
BRWD1|XM_034752922.1|mRNA	0.000	0.000	2.561	0.353	1.631	0.516
BRWD1|XM_034752932.1|mRNA	0.041	0.266	0.636	1.198	0.000	0.000
BRWD3|XM_034780887.1|mRNA	0.659	3.327	6.171	6.831	4.695	4.496
BRWD3|XM_034780888.1|mRNA	0.000	0.689	0.366	1.411	2.396	1.535
BRWD3|XM_034780889.1|mRNA	0.062	0.000	1.817	0.000	0.562	0.000
BSCL2|XM_034777183.1|mRNA	2.288	3.483	45.509	12.507	53.774	48.036
BSDC1|XM_034753997.1|mRNA	0.000	2.587	0.062	7.713	3.730	31.734
BSDC1|XM_034753998.1|mRNA	3.932	4.063	47.381	2.923	24.592	2.313
BSDC1|XM_034753999.1|mRNA	0.766	3.836	0.613	4.083	1.554	0.000
BSDC1|XM_034754000.1|mRNA	1.619	2.069	0.000	11.791	0.000	2.532
BSG|XM_034755081.1|mRNA	63.643	93.257	118.493	218.794	93.011	93.975
BSN|XM_034775746.1|mRNA	1.135	3.570	4.807	6.943	4.299	3.721
BSPRY|XM_034752160.1|mRNA	0.595	0.708	4.195	1.503	3.237	4.554
BTAF1|XM_034775596.1|mRNA	0.443	3.708	4.187	7.112	4.856	3.216
BTAF1|XM_034775597.1|mRNA	0.768	2.305	5.230	4.456	5.701	3.846
BTBD10|XM_034769971.1|mRNA	1.424	2.612	3.112	22.841	20.177	9.905
BTBD10|XM_034769973.1|mRNA	0.598	0.615	4.243	1.236	3.336	11.053
BTBD10|XM_034769975.1|mRNA	8.525	8.458	59.783	2.806	90.238	64.474
BTBD10|XM_034769976.1|mRNA	0.999	1.139	3.332	9.513	0.000	12.606
BTBD11|XM_034778064.1|mRNA	0.618	4.012	7.067	3.936	0.000	3.714
BTBD11|XM_034778075.1|mRNA	0.176	0.509	1.597	3.058	6.529	0.000
BTBD17|XM_034790394.1|mRNA	0.167	0.687	6.899	3.206	6.659	7.955
BTBD17|XM_034790395.1|mRNA	0.543	1.645	32.247	7.144	54.164	39.987
BTBD19|XM_034780259.1|mRNA	1.489	1.871	19.215	3.944	2.665	11.619
BTBD1|XM_034782749.1|mRNA	4.190	13.110	84.247	25.592	84.405	61.614
BTBD2|XM_034755150.1|mRNA	7.595	20.688	47.385	25.895	51.685	48.283
BTBD2|XM_034755151.1|mRNA	0.000	0.504	12.946	4.819	0.000	0.001
BTBD3|XM_034764134.1|mRNA	0.981	4.344	23.426	4.681	11.483	9.739
BTBD3|XM_034764135.1|mRNA	6.292	17.035	22.579	28.342	18.379	27.131
BTBD3|XM_034764136.1|mRNA	0.246	0.984	13.858	0.276	11.543	0.019
BTBD3|XR_004644925.1|transcript	0.101	0.173	1.806	0.369	1.431	1.020
BTBD6|XM_034767835.1|mRNA	0.680	0.080	0.761	1.229	9.975	0.000
BTBD6|XM_034767836.1|mRNA	0.000	0.751	4.819	2.467	1.721	5.933
BTBD6|XM_034767837.1|mRNA	0.383	2.243	18.449	5.244	8.105	10.935
BTBD6|XM_034767838.1|mRNA	1.340	3.479	61.550	3.815	80.221	63.225
BTBD7|XM_034768056.1|mRNA	0.000	0.464	0.000	0.012	3.139	5.902
BTBD7|XM_034768057.1|mRNA	0.001	0.000	7.457	3.876	0.000	0.001
BTBD7|XM_034768059.1|mRNA	0.000	0.318	2.328	0.000	2.779	4.096
BTBD7|XM_034768060.1|mRNA	0.634	1.747	0.604	2.326	5.424	0.000
BTBD8|XM_034778711.1|mRNA	1.797	3.766	12.114	7.669	9.104	8.977
BTBD9|XM_034764813.1|mRNA	1.126	3.621	11.844	7.510	10.959	10.112
BTC|XM_034772808.1|mRNA	0.518	0.232	2.450	0.516	2.784	1.538
BTC|XR_004646003.1|transcript	0.109	0.605	0.000	1.268	0.904	0.478
BTD|XM_034760724.1|mRNA	1.183	0.795	5.161	2.916	2.575	5.280
BTD|XM_034760727.1|mRNA	0.185	0.454	9.811	0.000	13.506	1.248
BTF3L4|XM_034778456.1|mRNA	9.900	11.205	77.714	39.716	108.767	95.099
BTF3|XM_034774422.1|mRNA	40.988	51.482	222.902	186.908	250.678	277.375
BTG1|XM_034772643.1|mRNA	124.528	38.946	187.953	141.642	401.562	470.658
BTG2|XM_034767311.1|mRNA	6.573	3.214	9.576	8.505	28.238	18.572
BTG4|XM_034754755.1|mRNA	0.000	0.073	0.000	0.000	1.057	0.571
BTK|XM_034782363.1|mRNA	0.214	0.000	1.334	1.315	26.939	0.000
BTK|XM_034782365.1|mRNA	0.140	0.543	0.836	0.654	0.000	8.337
BTLA|XM_034791175.1|mRNA	0.003	0.000	0.007	0.000	0.000	1.411
BTLA|XM_034791183.1|mRNA	0.295	0.000	1.126	0.183	0.000	0.000
BTRC|XM_034777861.1|mRNA	0.000	3.992	0.035	9.555	0.000	8.279
BTRC|XM_034777863.1|mRNA	0.000	0.935	3.961	0.000	2.989	0.000
BTRC|XM_034777865.1|mRNA	1.544	2.178	10.026	0.061	0.000	0.587
BTRC|XM_034777867.1|mRNA	0.000	0.875	0.000	3.315	0.000	0.025
BTRC|XM_034777868.1|mRNA	0.265	0.930	0.002	0.768	0.000	0.000
BTRC|XM_034777869.1|mRNA	0.454	0.005	0.210	0.059	0.002	9.585
BTRC|XM_034777870.1|mRNA	0.000	0.511	8.731	4.115	16.314	0.388
BUB1B|XM_034769017.1|mRNA	0.232	0.173	0.000	0.924	0.000	2.753
BUB1B|XM_034769018.1|mRNA	0.048	1.047	4.831	4.088	10.694	16.713
BUB1|XM_034763945.1|mRNA	0.060	0.133	1.009	1.346	4.902	9.424
BUB3|XM_034777093.1|mRNA	2.391	2.470	49.101	15.760	88.670	98.755
BUB3|XM_034777094.1|mRNA	1.402	3.063	0.000	4.366	0.000	0.000
BUD13|XM_034754659.1|mRNA	2.926	6.307	11.034	24.638	14.969	14.071
BUD23|XM_034752670.1|mRNA	1.224	1.999	14.645	7.417	0.000	34.453
BUD23|XM_034752671.1|mRNA	0.441	0.000	9.333	1.389	0.000	4.237
BUD23|XM_034752672.1|mRNA	0.319	1.360	6.305	2.715	47.468	4.964
BUD31|XM_034784626.1|mRNA	17.841	23.594	86.184	18.742	100.090	51.752
BUD31|XM_034784627.1|mRNA	0.000	0.000	0.112	34.610	0.000	28.174
BVES|XM_034765962.1|mRNA	0.784	0.255	8.544	2.607	8.811	10.804
BVES|XM_034765963.1|mRNA	0.000	0.671	1.078	0.716	0.000	3.735
BYSL|XM_034767321.1|mRNA	2.850	2.407	7.670	8.562	11.476	10.873
BZW1|XM_034785563.1|mRNA	16.778	35.191	26.340	74.313	48.863	38.093
BZW1|XM_034785564.1|mRNA	1.134	3.909	0.000	5.428	5.927	7.119
BZW1|XM_034785565.1|mRNA	4.703	0.040	235.825	36.860	248.049	242.394
BZW1|XM_034785566.1|mRNA	5.501	4.695	303.542	21.567	449.325	268.410
BZW2|XM_034760557.1|mRNA	0.000	0.000	0.000	0.000	6.227	0.053
BZW2|XM_034760558.1|mRNA	0.037	0.000	8.213	0.075	0.000	0.557
BZW2|XM_034760559.1|mRNA	1.061	2.274	9.624	3.624	0.000	17.234
BZW2|XM_034760561.1|mRNA	0.000	0.000	2.520	1.562	5.803	0.000
BZW2|XM_034760562.1|mRNA	0.217	0.818	1.350	2.283	1.407	2.882
C10H15orf39|XM_034783382.1|mRNA	1.986	0.562	1.863	2.204	3.739	4.066
C10H15orf39|XM_034783383.1|mRNA	0.749	0.171	0.000	0.842	0.000	0.000
C10H15orf40|XM_034782750.1|mRNA	12.555	18.332	86.055	56.397	128.103	119.543
C10H15orf48|XM_034784827.1|mRNA	0.323	0.472	2.129	2.867	12.723	21.672
C10H15orf61|XM_034784395.1|mRNA	0.217	0.000	17.532	0.406	16.899	24.471
C10H15orf61|XM_034784397.1|mRNA	0.287	1.613	18.553	3.617	10.052	7.096
C10H15orf61|XM_034784398.1|mRNA	0.268	0.000	0.000	0.000	4.502	0.000
C10H15orf65|XM_034783286.1|mRNA	0.348	0.361	2.458	0.809	5.617	3.441
C10H16orf71|XM_034783708.1|mRNA	0.217	1.179	1.864	1.855	1.720	1.231
C10H16orf72|XM_034783258.1|mRNA	4.370	11.428	67.337	30.822	91.537	92.400
C10H16orf72|XM_034783259.1|mRNA	0.257	0.446	7.141	2.404	15.648	6.734
C10H16orf96|XM_034783997.1|mRNA	0.025	0.023	0.114	0.101	0.859	0.629
