SeqID	0dpa_1	0dpa_2	0dpa_3	1dpa_1	1dpa_2	1dpa_3	3dpa_1	3dpa_2	3dpa_3
baiap2l1|rna56149|gene29132|Level=1	2.372	1.918	15.933	1.091	2.102	2.725	10.395	8.348	17.206
baiap2|rna17734|gene5471|Level=1	6.192	9.256	11.706	13.604	14.390	16.188	11.406	13.638	11.351
baiap2|rna54675|gene28210|Level=2	14.190	19.089	11.260	14.840	13.554	14.004	19.317	20.115	17.144
baiap3|rna37542|gene17414|Level=1	1.884	2.849	1.766	3.364	4.192	4.404	1.802	3.284	2.272
bak1|rna30255|gene11141|Level=1	66.204	46.432	59.560	72.134	53.106	48.698	80.515	130.673	106.159
bambi|rna58100|gene30337|Level=1	8.330	10.287	6.911	10.626	12.256	10.565	54.825	12.558	56.197
banf1|rna24338|gene7556|Level=1	87.746	84.016	84.410	119.655	122.848	134.632	208.413	170.274	188.838
bank1|rna47115|gene23515|Level=1	0.382	0.713	0.434	0.610	0.284	0.411	0.180	0.563	0.239
banp|rna58692|gene30720|Level=1	21.135	24.187	19.966	23.099	23.927	27.478	23.404	23.794	23.360
bap1|rna19888|gene6160|Level=1	28.201	31.021	24.159	33.211	34.674	41.368	40.688	39.457	39.094
bard1|rna46781|gene23285|Level=1	2.036	2.245	1.869	2.510	2.696	3.245	5.380	4.812	4.301
barhl1|rna40178|gene19150|Level=1	0.060	0.215	0.035	0.205	0.137	0.137	0.058	0.087	0.108
barhl2|rna2719|gene852|Level=1	0.192	1.638	0.213	0.467	0.629	0.375	0.000	0.025	0.061
barx2|rna57264|gene29833|Level=1	0.307	0.338	0.463	0.271	0.355	0.481	0.808	1.728	1.620
basp1|rna64190|gene34123|Level=1	249.465	351.444	217.826	271.510	267.038	267.919	33.630	97.409	75.491
batf2|rna54301|gene27973|Level=1	1.470	2.147	1.632	2.200	2.705	1.929	1.952	3.066	1.930
batf3|rna46090|gene22858|Level=1	0.067	0.079	0.039	0.227	0.227	0.189	0.129	0.154	0.048
batf|rna44664|gene21921|Level=1	1.439	3.133	1.300	2.373	2.422	3.235	3.607	3.540	2.685
bax|rna53567|gene27517|Level=1	3.499	4.677	3.625	7.716	6.196	6.724	12.424	9.919	8.622
baz1a|rna21398|gene6625|Level=1	4.969	6.026	4.323	8.543	8.125	9.396	20.279	16.920	16.502
baz1b|rna11621|gene3535|Level=1	6.851	6.912	5.485	12.769	11.729	14.124	26.162	21.565	20.621
baz2a|rna10141|gene3093|Level=1	6.214	7.887	5.559	9.676	9.514	11.041	12.960	13.317	11.909
baz2b|rna14412|gene4427|Level=1	13.256	19.837	10.369	11.950	14.411	17.288	9.605	14.344	10.044
bbip1|rna1304|gene418|Level=1	80.795	72.543	62.641	76.222	71.910	65.540	39.272	37.112	33.120
bbln|rna5560|gene1696|Level=1	30.106	33.843	34.716	27.535	26.867	25.918	18.067	19.592	20.110
bbof1|rna13273|gene4065|Level=1	41.555	48.646	37.221	45.544	39.401	50.380	100.000	85.002	74.844
bbox1|rna53399|gene27420|Level=1	11.592	7.835	11.190	8.652	6.723	6.827	5.138	6.898	6.900
bbs10|rna138|gene48|Level=1	5.485	8.816	4.464	5.341	5.335	5.585	5.280	5.530	5.095
bbs12|rna6660|gene2030|Level=1	2.901	4.341	2.467	2.483	2.445	3.550	3.667	3.648	3.056
bbs1|rna5731|gene1753|Level=1	13.243	13.739	10.715	16.715	16.618	19.421	23.249	24.231	20.291
bbs2|rna38929|gene18281|Level=1	17.170	19.236	12.299	17.040	15.865	19.394	15.846	19.446	14.635
bbs4|rna22910|gene7102|Level=1	11.594	13.667	10.260	13.377	13.056	14.827	19.688	19.321	16.765
bbs5|rna19299|gene5980|Level=1	49.893	51.446	41.076	41.535	41.587	42.154	45.689	49.138	43.294
bbs7|rna25668|gene7958|Level=1	8.784	9.293	6.408	7.285	8.044	9.923	13.211	11.904	12.182
bbs9|rna60630|gene31993|Level=1	9.332	9.288	6.803	9.700	8.993	11.650	18.571	16.040	14.380
bbx|rna50876|gene25797|Level=1	2.642	3.843	2.350	3.524	3.175	4.301	5.012	4.896	4.397
bc014685|rna54020|gene27793|Level=1	3.614	4.569	3.712	8.204	6.641	8.017	21.239	14.325	16.375
bcam|rna44805|gene22011|Level=1	19.264	23.255	17.468	32.151	29.178	31.759	69.569	46.474	76.319
bcan|rna56316|gene29233|Level=1	75.284	132.453	64.797	229.986	272.647	291.265	149.958	207.413	204.315
bcap29|rna22533|gene6988|Level=1	15.007	14.636	15.144	14.286	12.405	16.131	16.271	16.022	15.013
bcap31|rna9402|gene2860|Level=1	76.938	102.711	76.017	114.624	111.027	108.914	103.910	109.106	106.085
bcar1|rna35837|gene16281|Level=1	4.762	4.150	4.818	6.794	5.975	7.569	11.014	9.451	10.508
bcar3|rna42336|gene20495|Level=1	13.347	18.128	10.986	10.800	11.278	12.716	28.693	22.457	31.045
bcas1|rna44360|gene21729|Level=1	91.976	441.041	89.895	137.485	170.369	120.660	28.746	96.632	72.496
bcas2|rna54161|gene27888|Level=1	44.889	45.140	44.672	68.778	70.748	67.814	125.523	99.488	111.144
bcas3|rna37570|gene17435|Level=1	5.412	8.827	5.186	4.093	4.711	5.212	5.693	5.421	5.693
bcas4|rna57175|gene29770|Level=1	4.822	6.314	3.485	2.627	2.598	2.592	1.810	2.130	2.319
bcat1|rna38047|gene17713|Level=1	13.702	13.242	8.484	16.733	11.801	13.773	29.448	26.035	26.902
bcat2|rna9073|gene2745|Level=1	35.819	40.900	43.972	26.726	27.726	29.634	29.098	25.422	29.308
bccip|rna21924|gene6789|Level=1	18.729	20.098	22.816	48.614	46.811	50.380	42.132	38.233	40.491
bcdin3d|rna37624|gene17470|Level=1	4.354	5.192	4.401	10.851	10.071	10.771	8.321	10.999	9.635
bche|rna56227|gene29179|Level=1	0.715	3.294	1.236	2.041	2.086	1.807	0.912	0.796	0.620
bckdha|rna14585|gene4479|Level=1	26.090	25.396	20.880	23.486	23.674	28.582	28.265	27.129	27.672
bckdhb|rna18616|gene5745|Level=1	52.759	46.104	48.797	42.031	42.488	44.673	48.665	44.717	43.112
bckdk|rna36227|gene16538|Level=1	20.001	24.943	16.815	22.335	20.726	21.715	20.839	22.543	18.863
bcl10|rna17760|gene5478|Level=1	2.041	2.561	3.278	2.170	2.482	2.902	5.448	4.559	5.088
bcl11a|rna58412|gene30528|Level=1	4.381	5.563	3.519	2.494	1.945	2.385	4.662	4.238	4.107
bcl11b|rna26610|gene8233|Level=1	1.946	1.859	1.310	1.156	0.975	1.236	3.302	2.229	2.651
bcl2l10|rna60883|gene32128|Level=1	14.237	19.090	36.780	61.343	65.246	65.773	24.941	26.235	27.241
bcl2l11|rna17583|gene5425|Level=1	1.634	1.673	2.081	4.142	2.862	3.147	7.527	6.695	4.799
bcl2l12|rna47519|gene23757|Level=1	6.881	15.136	5.730	8.308	9.309	10.445	12.079	10.986	10.771
bcl2l13l|rna60910|gene32151|Level=1	24.072	22.224	18.906	28.859	22.624	22.410	32.955	27.627	24.129
bcl2l13|rna46242|gene22956|Level=1	17.808	13.591	14.365	20.406	15.812	14.388	20.443	21.169	14.026
bcl2l14|rna46738|gene23259|Level=1	8.534	9.262	23.332	7.145	9.827	8.718	16.797	15.845	18.447
bcl2l2|rna36697|gene16838|Level=1	36.681	41.618	34.624	40.441	34.043	37.120	21.734	25.492	23.306
bcl2|rna53925|gene27737|Level=1	3.108	3.909	2.855	3.736	3.048	3.219	2.765	4.052	2.779
bcl3|rna45746|gene22645|Level=1	0.846	1.216	1.599	0.889	1.982	1.115	7.452	4.830	9.616
bcl6|rna931|gene304|Level=1	4.960	8.007	6.715	10.079	12.282	15.160	11.543	13.693	11.407
bcl7a|rna19783|gene6127|Level=1	6.097	5.316	4.818	13.535	13.089	14.350	21.736	21.810	21.747
bcl7b|rna14881|gene4574|Level=1	6.766	7.940	7.477	15.993	15.014	14.466	14.577	12.490	15.509
bcl7c|rna18870|gene5835|Level=1	6.292	16.915	6.580	12.139	13.094	15.312	12.004	15.856	13.204
bcl7c|rna51339|gene26105|Level=1	46.382	93.999	46.300	62.171	67.195	92.524	69.686	95.611	83.373
bcl9l|rna56492|gene29330|Level=1	5.222	7.804	4.267	4.874	4.966	5.283	2.894	4.162	3.682
bcl9|rna60577|gene31962|Level=1	7.365	10.085	5.257	9.168	8.564	9.541	12.709	12.967	10.499
bclaf1|rna55214|gene28541|Level=1	25.812	42.316	21.646	24.540	26.884	31.685	34.423	28.951	28.044
bclaf3|rna45154|gene22251|Level=1	12.058	14.423	11.668	13.854	14.503	15.621	17.132	14.918	14.997
bco1|rna58925|gene30867|Level=1	3.029	3.846	2.334	1.225	1.463	1.412	0.157	0.841	0.478
bco2l|rna62837|gene33288|Level=1	2.583	5.396	2.757	2.649	2.991	2.841	1.337	1.433	1.575
bco2|rna21698|gene6718|Level=1	13.786	8.854	13.407	12.768	14.868	15.579	14.551	15.169	17.144
bcorl1|rna7904|gene2383|Level=1	7.722	11.076	6.707	8.415	8.530	10.053	9.310	10.566	9.561
bcor|rna55356|gene28616|Level=1	17.238	22.840	14.339	12.470	13.686	16.298	14.489	16.120	12.541
bcr|rna18345|gene5654|Level=1	12.259	18.188	11.216	17.525	19.991	24.389	12.488	18.809	14.980
bcs1l|rna2995|gene934|Level=1	8.221	6.172	4.868	10.075	9.831	10.547	13.424	10.839	11.898
bdh1a|rna26123|gene8089|Level=1	27.896	28.613	28.005	25.767	19.228	20.461	21.042	22.521	20.190
bdh1b|rna44998|gene22135|Level=1	2.976	4.345	1.898	1.925	2.181	2.087	1.402	2.156	1.756
bdh2|rna14621|gene4491|Level=1	56.576	59.337	49.373	45.645	51.265	51.087	41.944	40.996	41.207
bdkrb2|rna23090|gene7155|Level=1	2.013	2.247	1.512	2.055	2.093	1.724	0.797	0.823	0.676
bdnf|rna21833|gene6762|Level=1	1.294	2.277	1.769	4.924	4.449	5.050	1.611	2.086	1.204
bdp1|rna58140|gene30363|Level=1	3.123	4.347	2.796	3.942	4.288	5.205	4.619	4.787	4.065
bean1|rna25781|gene7987|Level=1	16.133	20.965	12.310	18.377	18.109	18.339	5.323	8.849	6.580
becn1|rna27551|gene8514|Level=1	49.772	58.754	40.443	33.265	36.603	37.559	31.163	33.244	32.855
begain|rna57287|gene29849|Level=1	6.892	9.898	5.817	5.449	6.500	7.034	2.288	3.480	2.608
bend2|rna60458|gene31881|Level=1	7.206	11.037	7.278	7.025	8.614	9.609	9.590	9.675	8.924
bend3|rna9192|gene2787|Level=1	1.705	1.853	1.436	2.876	2.142	2.224	3.182	3.480	2.489
bend4|rna7948|gene2398|Level=1	15.729	20.915	12.517	10.644	13.437	12.808	4.432	6.857	5.902
bend5|rna26294|gene8145|Level=1	36.936	41.966	27.354	32.633	33.327	35.688	31.865	30.418	27.605
bend7|rna48494|gene24350|Level=1	2.813	3.424	2.216	1.315	1.427	1.229	1.097	1.520	0.984
best1|rna1278|gene407|Level=1	7.294	12.166	6.962	6.838	6.927	9.229	8.001	9.339	7.721
best2|rna63837|gene33888|Level=1	0.018	0.021	0.021	0.070	0.143	0.061	0.442	0.396	0.594
best3|rna43205|gene21045|Level=1	0.191	0.253	0.274	0.600	0.217	0.397	0.642	0.443	0.789
best4|rna284|gene95|Level=1	0.970	1.946	0.784	0.997	0.820	1.136	0.928	1.338	1.103
bet1l|rna22195|gene6878|Level=1	23.069	26.321	22.043	25.962	27.271	27.648	23.826	26.033	25.177
bet1|rna21307|gene6597|Level=2	5.979	4.087	3.760	7.104	8.540	18.153	3.039	5.237	5.504
bet1|rna3955|gene1236|Level=1	19.379	18.042	20.975	67.138	79.104	63.707	35.793	39.587	36.877
bfar|rna23505|gene7271|Level=1	14.352	18.358	12.918	12.112	13.234	15.734	13.354	15.130	14.154
bglap2|rna48593|gene24399|Level=1	4.877	26.212	6.583	2.182	0.999	1.545	4.235	1.017	8.602
bglap|rna18111|gene5586|Level=1	0.793	0.306	0.768	0.568	0.371	0.610	1.266	1.241	1.104
bgn|rna48263|gene24222|Level=1	16.670	38.671	15.424	33.042	23.240	18.926	57.595	28.063	36.256
bhlha9|rna59472|gene31235|Level=1	0.049	0.059	0.116	0.325	0.603	0.715	21.693	5.067	30.369
bhlhe22|rna12886|gene3956|Level=1	4.463	7.644	3.075	4.363	4.498	3.770	0.637	1.284	0.991
bhlhe40|rna11442|gene3483|Level=1	36.639	47.245	67.342	80.474	70.963	84.955	109.049	84.859	93.405
bhlhe41|rna15755|gene4834|Level=1	2.451	3.649	2.380	3.603	3.611	2.595	1.374	2.116	1.451
bhmt|rna57189|gene29777|Level=1	40.776	118.286	47.057	154.126	59.930	57.846	39.244	41.782	34.255
bicc1|rna61141|gene32277|Level=1	22.510	22.500	18.600	17.867	16.174	22.923	42.203	41.645	33.118
bicd1|rna33299|gene14143|Level=1	1.275	2.186	1.500	3.808	4.076	4.803	1.339	2.213	0.801
bicd1|rna47360|gene23667|Level=1	8.939	11.716	5.821	16.362	12.899	15.266	4.226	6.158	3.877
bicd2l|rna50604|gene25640|Level=1	7.030	6.663	5.290	5.561	5.734	6.118	14.024	13.034	12.134
bicd2|rna43958|gene21498|Level=1	9.037	12.615	5.911	16.302	12.749	13.274	24.648	21.455	18.357
bicdl1|rna14083|gene4316|Level=1	7.898	12.222	7.537	10.361	12.268	14.081	7.240	10.436	8.147
bicdl2|rna49628|gene24997|Level=1	1.495	0.807	9.691	0.385	0.641	1.026	5.079	3.014	5.788
bicral|rna49310|gene24786|Level=1	3.028	5.590	3.283	2.207	2.456	2.902	1.467	2.783	1.735
bicra|rna51902|gene26457|Level=1	5.333	7.799	4.068	4.750	5.497	6.498	8.701	9.713	8.739
bin1|rna2132|gene672|Level=1	21.133	32.781	18.969	48.609	47.097	55.163	35.352	41.360	31.505
bin1|rna49620|gene24993|Level=1	76.849	175.869	89.634	106.062	135.434	151.117	112.646	126.083	115.913
bin2|rna56022|gene29033|Level=1	2.642	3.325	3.870	3.470	2.655	3.434	1.707	7.118	3.229
bin3|rna20744|gene6426|Level=1	16.299	24.756	16.076	16.363	17.769	20.208	19.346	20.809	19.223
birc2|rna41723|gene20117|Level=2	0.473	0.000	0.307	1.320	0.586	0.953	0.361	0.255	0.500
birc2|rna61919|gene32753|Level=1	53.358	84.674	69.322	60.649	65.072	59.497	84.268	61.559	71.122
birc5l|rna12195|gene3725|Level=1	6.641	1.467	3.606	3.848	3.879	4.303	40.686	29.983	34.614
birc6|rna60269|gene31768|Level=1	6.963	8.140	6.061	8.156	8.596	9.643	8.600	9.850	8.239
birc7|rna43280|gene21087|Level=1	2.324	3.053	1.873	2.181	2.396	2.593	0.834	1.568	1.142
bivm|rna24117|gene7485|Level=1	34.292	41.114	29.476	24.392	26.727	28.491	20.722	25.697	19.712
blcap|rna45757|gene22655|Level=1	42.867	43.632	45.026	45.674	48.497	45.285	47.095	49.514	49.646
blk|rna52513|gene26869|Level=1	0.396	0.768	0.699	0.507	0.422	0.774	0.352	0.645	0.426
blmh|rna17354|gene5355|Level=1	9.370	10.049	8.403	39.641	40.937	44.538	51.362	40.656	44.348
blm|rna6809|gene2073|Level=1	2.474	2.174	2.009	2.821	3.101	4.243	8.529	7.307	7.369
blnk|rna15830|gene4858|Level=1	4.461	4.401	9.095	2.805	4.128	3.585	10.834	11.450	10.299
bloc1s1|rna63932|gene33955|Level=1	20.680	30.304	22.288	28.479	30.527	24.455	22.331	21.601	24.691
bloc1s2|rna56286|gene29212|Level=1	31.902	33.805	33.998	38.156	41.632	39.112	54.337	48.023	55.761
bloc1s3|rna15778|gene4844|Level=1	7.669	11.194	9.670	13.489	12.480	13.618	13.672	12.282	12.154
bloc1s4|rna3073|gene959|Level=1	19.893	18.782	22.165	31.398	31.417	37.810	49.959	36.454	48.574
bloc1s5|rna59409|gene31192|Level=1	9.162	9.631	8.441	10.858	10.172	11.355	11.568	10.747	11.362
bloc1s6|rna20464|gene6335|Level=1	13.731	17.186	14.584	15.307	16.732	17.179	7.899	10.233	10.596
blvra|rna14227|gene4369|Level=1	2.931	3.432	2.819	4.914	4.426	5.093	9.862	9.178	9.624
blvrb|rna54421|gene28053|Level=1	80.276	65.085	76.085	48.289	60.993	54.305	78.499	74.914	84.349
blzf1|rna20294|gene6285|Level=1	22.296	26.822	20.154	21.239	22.960	21.128	20.350	18.243	21.760
bmerb1l|rna52535|gene26884|Level=1	4.711	9.458	3.583	4.636	2.615	2.416	0.283	0.963	0.346
bmerb1|rna44061|gene21546|Level=1	24.570	46.184	21.179	23.979	26.703	28.824	9.453	17.463	11.664
bmf|rna62787|gene33260|Level=1	4.329	4.981	5.695	3.681	3.961	4.141	7.612	11.789	9.443
bmi1|rna24102|gene7480|Level=1	9.029	16.234	8.506	9.841	9.663	10.591	12.751	13.722	12.246
bmp1|rna46695|gene23230|Level=1	17.150	26.017	17.424	21.710	20.846	24.329	76.478	64.153	90.310
bmp2k|rna15200|gene4669|Level=1	6.821	8.309	5.575	7.324	6.810	8.144	8.898	8.816	8.326
bmp2|rna18362|gene5660|Level=1	7.458	8.577	5.949	5.734	5.013	4.858	9.855	6.609	8.104
bmp3|rna42645|gene20685|Level=1	2.602	3.621	3.598	2.607	2.315	3.700	9.254	8.177	5.772
bmp4|rna21987|gene6812|Level=1	8.750	8.154	7.413	6.079	5.892	7.449	12.812	9.869	12.829
bmp5|rna8238|gene2483|Level=1	1.293	1.842	1.929	4.662	4.669	5.579	16.065	9.557	10.916
bmp6|rna26118|gene8087|Level=1	1.702	1.930	1.496	2.059	1.672	1.816	3.327	2.699	2.186
bmp7.1|rna13891|gene4258|Level=1	24.326	36.791	20.495	33.321	29.883	32.151	105.174	88.134	93.908
bmp8|rna62781|gene33256|Level=1	0.015	0.000	0.018	0.222	0.189	0.345	1.038	0.421	0.630
bmper|rna20963|gene6485|Level=1	4.038	3.454	3.029	3.836	3.486	4.915	4.074	4.660	3.381
bmpr1a|rna60331|gene31800|Level=1	6.414	5.759	5.549	4.422	3.831	4.771	8.185	8.114	5.274
bmpr1b|rna55660|gene28788|Level=1	1.833	2.199	2.033	2.948	2.640	3.345	10.726	7.754	9.581
bmpr2|rna49883|gene25180|Level=1	22.795	27.507	19.839	19.545	18.375	21.762	18.922	19.965	18.888
bms1|rna45316|gene22352|Level=1	9.229	9.184	7.960	24.896	22.337	25.644	28.979	23.963	24.367
bmt2|rna761|gene248|Level=1	9.566	11.363	7.892	13.662	13.540	16.064	9.753	11.255	10.495
bnc1|rna42383|gene20523|Level=1	0.180	0.753	0.205	0.301	0.278	0.256	3.022	1.103	3.245
bnc2|rna58357|gene30493|Level=1	0.300	0.614	0.446	0.893	0.758	1.074	1.445	1.230	1.538
bnip1|rna2922|gene914|Level=1	10.210	11.802	8.637	11.591	11.441	11.918	10.084	10.907	10.424
bnip2|rna35799|gene16256|Level=1	12.318	20.024	12.436	14.287	15.309	19.368	19.029	21.588	19.045
bnip3l|rna59605|gene31328|Level=1	34.050	48.452	24.992	35.443	33.109	35.886	27.172	35.001	27.461
bnip3|rna59935|gene31546|Level=1	49.188	84.866	45.136	31.866	29.410	28.707	18.808	20.979	16.203
bnipl|rna41529|gene19992|Level=1	0.679	0.555	1.997	0.417	0.829	0.786	4.241	2.430	3.482
boc|rna11506|gene3505|Level=2	15.577	12.018	3.773	14.293	9.111	13.021	12.432	16.699	7.888
boc|rna32341|gene13207|Level=1	5.258	2.919	1.411	3.505	3.095	2.509	3.658	4.069	2.430
boc|rna3470|gene1080|Level=1	20.570	25.059	13.002	22.761	20.860	25.250	25.712	29.988	19.520
boc|rna56726|gene29475|Level=1	11.127	13.681	5.936	13.261	9.688	12.160	10.783	14.450	7.444
bod1l1|rna3388|gene1055|Level=1	6.546	7.742	5.355	4.685	5.169	5.915	5.474	6.342	4.584
bod1|rna11615|gene3534|Level=1	16.373	22.559	14.247	30.318	31.866	32.206	22.474	26.648	23.832
bok|rna54523|gene28126|Level=1	1.761	2.222	1.622	2.016	1.798	1.828	5.838	4.755	6.555
bola1|rna15924|gene4892|Level=1	52.798	48.781	43.922	48.758	50.660	47.715	43.561	48.718	52.930
bola2|rna63793|gene33857|Level=1	8.790	9.950	8.727	19.308	14.710	12.607	18.116	15.664	15.325
bola3|rna15690|gene4813|Level=1	28.827	27.434	26.938	34.465	30.597	31.965	38.406	30.549	37.078
bop1|rna29118|gene10023|Level=1	4.155	3.830	2.424	10.264	10.850	10.024	9.347	9.653	7.393
bop1|rna57987|gene30283|Level=1	12.881	14.644	7.401	37.673	39.489	35.757	50.709	38.474	33.524
bora|rna37354|gene17305|Level=1	1.362	0.584	0.761	0.945	1.113	1.180	9.075	6.800	7.462
borcs5|rna24967|gene7759|Level=1	6.971	10.050	6.005	8.092	8.311	8.168	6.818	8.909	7.631
borcs6|rna6010|gene1841|Level=1	31.911	32.739	27.240	38.007	39.018	35.039	37.910	30.912	33.504
borcs7|rna20334|gene6298|Level=1	20.430	23.545	19.734	25.636	27.029	27.884	17.106	21.105	21.126
borcs8|rna7|gene3|Level=1	8.052	8.126	8.248	8.485	8.115	9.943	4.235	5.876	5.076
bpgm|rna7420|gene2257|Level=1	12.221	14.316	9.479	5.713	6.091	7.605	5.717	7.117	5.666
bphl|rna53881|gene27710|Level=1	4.323	5.248	4.227	3.568	4.269	3.419	2.694	3.437	2.973
bpi.4|rna38564|gene18037|Level=1	11.341	11.756	23.681	6.877	7.374	8.218	12.338	23.019	16.550
bpi|rna54078|gene27835|Level=2	3.723	7.072	5.122	4.921	5.450	3.945	2.854	7.520	8.148
bpi|rna57333|gene29877|Level=1	0.649	1.341	1.357	2.264	1.885	1.836	3.504	2.921	3.642
bpnt1|rna48228|gene24199|Level=1	5.036	3.271	6.094	6.034	6.307	6.999	6.566	6.615	7.001
bpnt2|rna9549|gene2912|Level=1	29.548	40.319	26.423	40.123	38.988	46.938	39.435	40.927	42.145
bptf|rna58720|gene30742|Level=1	6.998	11.321	5.198	8.223	8.146	9.015	9.953	11.319	8.039
braf|rna43250|gene21069|Level=1	6.421	8.387	4.441	7.768	7.020	6.647	5.959	6.642	6.044
brap|rna59819|gene31470|Level=1	13.858	16.757	13.135	14.592	15.145	13.826	9.140	10.395	9.079
brat1|rna42253|gene20443|Level=1	7.071	8.576	5.769	6.015	6.033	6.857	6.944	7.712	6.825
brca1|rna51790|gene26400|Level=1	2.479	1.241	1.476	1.720	1.480	2.392	6.846	5.469	5.525
brca2|rna56791|gene29507|Level=1	0.385	0.175	0.217	0.328	0.319	0.492	1.781	1.471	1.124
brcc3|rna10598|gene3231|Level=1	14.698	16.229	12.517	15.765	15.425	19.051	16.055	16.096	15.372
brd1|rna17375|gene5363|Level=1	5.734	8.255	5.472	5.569	6.263	9.013	7.481	8.129	7.311
brd2|rna9504|gene2899|Level=1	29.315	34.734	27.372	38.123	39.035	42.107	36.970	40.983	36.640
brd3|rna2295|gene720|Level=1	0.595	0.845	0.664	0.697	0.874	1.434	1.482	1.286	1.094
brd4|rna2056|gene654|Level=1	12.697	16.070	8.796	17.411	13.822	14.754	16.808	21.269	13.133
brd7|rna50660|gene25677|Level=1	20.354	22.220	18.584	23.186	24.788	29.714	42.102	35.314	35.349
brd8|rna5387|gene1644|Level=1	20.930	29.685	17.480	17.005	18.105	20.220	19.921	22.710	19.335
brd9|rna44554|gene21847|Level=1	28.280	35.424	28.956	28.605	29.176	33.662	45.070	42.569	43.256
brf1|rna60360|gene31818|Level=1	8.870	10.585	8.100	11.313	11.668	14.210	13.687	14.364	11.656
brf2|rna10889|gene3327|Level=1	3.034	4.647	2.660	1.982	2.479	2.672	3.114	3.362	2.917
bri3bp|rna5062|gene1549|Level=1	9.225	8.328	7.810	17.219	13.543	16.230	11.093	13.002	10.442
bri3|rna8749|gene2633|Level=1	30.245	22.799	38.333	40.358	42.499	36.560	51.346	49.007	46.869
bricd5|rna53058|gene27208|Level=1	4.383	3.540	2.750	2.591	2.635	3.815	1.121	2.923	1.488
brinp1|rna57065|gene29696|Level=1	23.259	31.973	19.882	14.297	15.452	16.506	1.198	5.753	4.154
brinp2|rna60311|gene31788|Level=1	9.896	15.259	7.273	5.979	8.003	7.704	3.217	3.633	4.254
brinp3|rna43272|gene21082|Level=1	7.381	10.761	5.780	5.497	7.354	6.200	0.280	2.241	1.708
brip1|rna44790|gene22002|Level=1	1.640	1.074	1.214	1.253	1.288	2.237	7.210	5.349	5.549
brix1|rna45001|gene22137|Level=1	14.395	10.620	12.525	68.647	69.386	77.116	67.544	57.115	62.044
brk1|rna26941|gene8342|Level=1	147.724	163.180	163.580	164.503	187.198	160.604	157.300	166.754	170.501
brms1l|rna5100|gene1561|Level=1	10.267	13.944	9.417	14.714	17.015	19.010	12.669	12.670	14.153
brms1|rna5038|gene1541|Level=1	12.253	13.290	9.954	17.771	16.838	20.740	27.425	23.905	23.933
brox|rna23874|gene7397|Level=1	15.775	20.351	20.653	19.096	19.747	19.478	21.389	22.090	23.117
brpf1|rna54883|gene28330|Level=1	3.566	5.571	3.591	4.742	4.719	5.924	6.277	6.599	5.755
brpf3|rna46113|gene22874|Level=1	5.693	8.286	5.080	4.798	4.552	6.039	3.909	5.286	3.949
brs3|rna63316|gene33609|Level=1	0.277	0.951	0.485	0.244	0.557	0.485	0.368	0.766	0.358
brsk1|rna62302|gene32988|Level=1	6.018	11.097	5.425	5.790	7.766	8.714	1.023	3.593	2.180
brsk2|rna48631|gene24426|Level=1	8.983	14.853	6.741	7.172	7.943	6.703	1.288	3.251	1.668
brwd1|rna40742|gene19515|Level=1	3.408	4.487	2.792	2.741	2.621	3.368	3.298	4.354	2.997
brwd3|rna10232|gene3123|Level=1	1.945	2.015	1.594	2.023	1.826	2.158	2.980	3.685	2.555
bscl2|rna40268|gene19213|Level=1	10.757	17.559	10.320	11.245	11.010	12.323	10.331	13.747	11.212
bsdc1|rna21782|gene6744|Level=1	46.224	74.036	43.784	44.000	50.980	49.476	31.978	39.592	37.649
bsg|rna48065|gene24087|Level=1	79.397	108.114	80.409	90.403	96.149	105.286	72.596	90.649	84.520
bsk146|rna7292|gene2209|Level=1	14.172	15.729	10.325	13.650	16.446	15.833	1.767	5.450	3.885
bsnd|rna63048|gene33445|Level=1	0.023	0.406	0.053	0.066	0.077	0.052	0.059	0.184	0.130
bsn|rna47615|gene23809|Level=1	9.122	15.189	7.711	10.122	12.325	14.437	1.142	5.405	2.992
bspry|rna60109|gene31659|Level=1	0.398	0.521	1.541	0.789	0.554	0.817	3.966	2.065	4.403
bst1|rna47694|gene23861|Level=2	0.160	0.159	0.094	0.156	0.182	0.334	0.069	0.093	0.000
btaf1|rna49460|gene24900|Level=1	6.377	7.291	5.306	7.550	7.607	8.924	8.683	9.422	8.790
btaf1|rna50170|gene25342|Level=2	0.973	1.547	1.043	1.485	0.871	0.998	1.619	1.147	1.163
btbd10|rna56743|gene29488|Level=1	15.343	19.924	13.162	32.087	30.446	33.788	34.182	31.798	28.572
btbd11|rna20050|gene6205|Level=1	8.473	8.858	6.690	6.158	6.061	5.811	3.530	3.312	2.940
btbd17|rna63012|gene33414|Level=1	0.202	0.842	0.148	0.025	0.129	0.100	0.033	0.015	0.018
btbd18|rna18979|gene5872|Level=1	0.185	0.475	0.251	0.208	0.210	0.227	0.018	0.099	0.184
