SeqID	ctrl_r1	ctrl_r2	0hpa_r1	0hpa_r2	6hpa_r1	24hpa_r1	24hpa_r2	72hpa_r1	72hpa_r2
Xetrov90023024m.g|rna27794|gene8721|Level=3	13.405	11.071	8.449	11.193	12.671	9.373	11.734	17.240	14.300
Xetrov90023075m.g|rna31733|gene12606|Level=3	0.119	0.204	0.000	0.002	0.368	0.295	0.534	0.748	0.356
Xetrov90023090m.g|rna31301|gene12177|Level=3	0.775	2.696	0.967	0.449	1.294	0.000	1.177	0.812	0.000
Xetrov90023142m.g|rna33241|gene14087|Level=3	1.106	0.880	0.645	1.113	0.945	0.786	1.558	1.484	1.027
Xetrov90023144m.g|rna30460|gene11343|Level=3	1.528	17.516	0.000	3.545	3.187	1.846	6.170	1.807	0.000
Xetrov90023145m.g|rna32541|gene13402|Level=3	1.079	3.017	0.746	0.411	1.305	2.663	2.044	2.773	3.832
Xetrov90023154m.g|rna32133|gene12999|Level=3	1.762	1.428	1.558	1.832	3.287	2.149	2.889	2.422	2.135
Xetrov90023159m.g|rna33396|gene14240|Level=3	1.021	1.138	0.000	0.220	0.260	1.159	0.000	0.000	0.435
Xetrov90023198m.g|rna33888|gene14719|Level=3	0.127	0.946	0.000	0.220	0.042	0.193	0.000	0.000	0.976
Xetrov90023215m.g|rna31409|gene12284|Level=3	12.052	7.780	8.560	14.635	7.110	7.511	6.719	8.373	8.956
Xetrov90023228m.g|rna27850|gene8776|Level=3	1.830	1.490	1.271	1.521	1.258	1.644	1.678	3.146	2.640
Xetrov90023283m.g|rna30229|gene11115|Level=3	0.000	0.000	0.355	0.165	0.253	0.432	0.288	0.372	0.243
Xetrov90023370m.g|rna28442|gene9356|Level=3	0.947	0.608	1.422	1.511	2.347	2.006	3.497	3.610	4.603
Xetrov90023394m.g|rna33386|gene14230|Level=3	0.000	0.713	0.000	0.000	1.119	0.000	0.363	0.000	0.000
Xetrov90023438m.g|rna30991|gene11869|Level=3	0.879	1.494	0.347	0.506	1.682	1.216	1.030	0.924	0.792
Xetrov90023442m.g|rna33475|gene14316|Level=3	23.448	26.420	33.163	20.816	31.512	30.063	26.131	23.763	32.073
Xetrov90023445m.g|rna32857|gene13713|Level=3	12.440	11.625	12.727	13.246	15.292	10.369	15.932	9.616	7.658
Xetrov90023487m.g|rna28548|gene9461|Level=3	36.475	21.758	0.000	19.006	23.155	33.228	33.258	22.262	28.064
Xetrov90023582m.g|rna31428|gene12303|Level=3	8.579	9.221	6.969	7.331	8.434	8.128	7.959	12.481	6.625
Xetrov90023584m.g|rna30683|gene11565|Level=3	0.576	2.290	0.719	0.333	0.385	0.000	1.459	1.208	0.985
Xetrov90023589m.g|rna34085|gene14911|Level=3	0.817	2.081	2.152	1.217	1.462	0.975	1.200	1.486	0.568
Xetrov90023590m.g|rna32902|gene13758|Level=3	0.104	0.702	3.524	1.635	0.000	1.429	1.430	0.685	0.000
Xetrov90023603m.g|rna28219|gene9135|Level=3	1.199	1.490	4.115	0.000	5.008	0.607	0.607	0.314	0.513
Xetrov90023616m.g|rna28117|gene9038|Level=3	0.061	0.524	0.919	1.453	1.390	4.045	2.398	2.811	0.441
Xetrov90023617m.g|rna29355|gene10257|Level=3	0.090	0.286	0.000	0.253	0.300	0.628	0.466	0.726	0.000
Xetrov90023622m.g|rna29644|gene10543|Level=3	8.662	10.722	13.315	9.798	12.478	12.194	17.029	13.547	16.478
Xetrov90023652m.g|rna31313|gene12189|Level=3	0.511	0.000	0.063	0.000	0.000	0.000	0.000	0.703	0.000
Xetrov90023655m.g|rna28133|gene9054|Level=3	15.169	9.393	9.866	12.726	14.646	18.346	16.409	21.427	23.078
Xetrov90023696m.g|rna28528|gene9442|Level=3	0.291	0.217	0.409	0.253	0.316	0.000	0.111	0.572	0.000
Xetrov90023706m.g|rna30984|gene11862|Level=3	0.238	0.525	0.089	0.000	0.529	0.000	0.598	0.208	0.198
Xetrov90023738m.g|rna31273|gene12149|Level=3	0.329	0.654	0.257	0.714	0.357	0.208	0.250	0.539	0.422
Xetrov90023770m.g|rna29402|gene10304|Level=3	0.742	1.063	0.571	1.552	2.130	1.444	0.675	0.471	0.514
Xetrov90023787m.g|rna30869|gene11750|Level=3	2.200	16.075	5.635	8.883	0.000	0.000	0.213	0.186	2.509
Xetrov90023805m.g|rna31207|gene12084|Level=3	0.682	0.935	0.715	0.900	1.139	0.290	0.953	0.973	0.350
Xetrov90023836m.g|rna33093|gene13943|Level=3	0.151	0.225	0.000	0.000	0.556	0.230	0.689	0.238	0.000
Xetrov90023862m.g|rna33369|gene14213|Level=3	0.000	0.244	1.534	0.000	0.383	0.000	0.249	0.000	0.841
Xetrov90023874m.g|rna33677|gene14516|Level=3	0.000	0.000	0.000	15.831	6.508	0.000	10.464	25.639	0.000
Xetrov90023891m.g|rna34460|gene15283|Level=3	0.233	0.289	0.363	0.270	0.259	0.353	0.236	0.214	0.000
Xetrov90023904m.g|rna33770|gene14606|Level=3	3.777	2.700	7.522	2.822	17.315	7.838	5.127	9.860	21.673
Xetrov90023908m.g|rna33813|gene14648|Level=3	1.689	0.914	0.410	0.000	0.448	0.642	0.000	0.000	0.000
Xetrov90023916m.g|rna33821|gene14656|Level=3	0.082	0.205	0.804	0.646	0.774	0.081	0.282	0.108	0.000
Xetrov90023926m.g|rna28693|gene9605|Level=3	4.166	3.386	2.399	1.520	5.927	2.737	3.484	4.399	11.436
Xetrov90023967m.g|rna28529|gene9443|Level=3	496.064	652.737	218.487	912.268	545.980	221.518	221.719	504.757	523.865
Xetrov90023968m.g|rna29089|gene9994|Level=3	14.498	6.600	9.284	7.156	8.927	3.691	5.334	6.325	7.213
Xetrov90024015m.g|rna27892|gene8817|Level=3	0.224	0.010	0.000	0.100	0.309	0.404	0.129	0.004	0.129
Xetrov90024043m.g|rna33104|gene13954|Level=3	0.000	5.439	6.828	0.000	15.843	0.000	0.000	5.736	0.000
Xetrov90024066m.g|rna28789|gene9698|Level=3	0.010	0.014	0.018	0.034	0.707	0.015	0.044	0.106	0.123
Xetrov90024069m.g|rna29680|gene10579|Level=3	1.175	1.634	0.000	0.663	2.355	0.000	4.029	8.287	0.393
Xetrov90024070m.g|rna34394|gene15218|Level=3	1.859	1.955	1.935	1.282	1.070	2.870	3.363	2.108	2.446
Xetrov90024097m.g|rna33046|gene13899|Level=3	34.628	38.365	35.143	21.348	18.030	13.244	22.332	33.332	21.043
Xetrov90024133m.g|rna29537|gene10439|Level=3	1059.270	1430.080	1001.720	765.112	959.566	987.015	1001.320	1351.980	897.978
Xetrov90024161m.g|rna32952|gene13807|Level=3	2.653	0.000	4.966	0.000	22.599	4.028	8.063	4.172	0.000
Xetrov90024170m.g|rna33961|gene14789|Level=3	2.653	39.560	4.966	0.000	22.599	4.028	8.063	4.172	0.000
Xetrov90024187m.g|rna28704|gene9616|Level=3	0.200	0.074	0.350	0.022	0.363	0.246	0.057	0.059	0.320
Xetrov90024188m.g|rna28374|gene9288|Level=3	5.836	0.000	2.731	0.000	6.337	0.000	0.000	1.147	3.742
Xetrov90024190m.g|rna32770|gene13627|Level=3	0.241	0.311	0.466	0.000	0.292	0.024	0.024	0.032	0.824
Xetrov90024192m.g|rna33825|gene14660|Level=3	0.000	0.000	4.682	0.000	0.279	0.000	0.000	0.656	0.000
Xetrov90024194m.g|rna27662|gene8589|Level=3	0.218	0.000	0.815	0.000	0.291	0.000	0.000	0.171	1.675
Xetrov90024195m.g|rna34211|gene15036|Level=3	3764.250	0.000	873.950	709.542	1637.940	1417.710	1064.250	527.700	4415.430
Xetrov90024221m.g|rna33181|gene14029|Level=3	6.019	7.915	2.120	1.218	0.818	1.130	6.574	3.749	2.213
Xetrov90024223m.g|rna30970|gene11848|Level=3	0.000	1.920	0.000	0.000	0.717	0.000	1.304	1.687	1.101
Xetrov90024225m.g|rna33080|gene13930|Level=3	0.452	1.687	1.694	0.000	0.378	1.030	1.375	1.245	0.000
Xetrov90024231m.g|rna30699|gene11581|Level=3	41.741	20.253	26.780	44.145	44.233	56.799	52.475	80.989	54.428
Xetrov90024234m.g|rna33657|gene14496|Level=3	21.301	29.060	17.361	17.043	24.998	23.566	30.172	37.742	24.807
Xetrov90024242m.g|rna33837|gene14671|Level=3	43.582	13.863	16.488	19.794	23.247	16.743	15.607	13.434	26.917
Xetrov90024329m.g|rna32093|gene12960|Level=3	0.000	5.120	0.000	0.000	2.294	0.000	2.608	1.350	0.000
Xetrov90024336m.g|rna33950|gene14779|Level=3	1.126	1.581	0.987	1.110	1.908	0.754	1.242	1.486	0.205
Xetrov90024387m.g|rna29446|gene10348|Level=3	39.114	42.590	19.757	45.290	48.748	24.508	36.796	49.304	111.461
Xetrov90024392m.g|rna34075|gene14901|Level=3	0.328	0.290	0.428	0.678	0.351	0.422	0.850	1.200	0.859
Xetrov90024394m.g|rna33815|gene14650|Level=3	1.404	1.930	1.411	1.666	1.234	1.541	2.119	2.406	1.812
Xetrov90024426m.g|rna31455|gene12330|Level=3	0.049	0.332	0.185	0.129	0.033	0.075	1.539	4.080	0.824
Xetrov90024428m.g|rna31106|gene11984|Level=3	0.345	0.515	2.909	0.000	0.577	0.524	1.574	0.543	0.000
Xetrov90024436m.g|rna30904|gene11785|Level=3	1.935	1.332	0.557	0.776	1.045	0.452	0.905	0.000	0.000
Xetrov90024437m.g|rna31780|gene12653|Level=3	4.043	2.338	4.357	1.362	3.094	1.116	1.229	0.308	0.440
Xetrov90024439m.g|rna33942|gene14771|Level=3	0.161	0.240	1.509	0.280	0.054	0.000	0.245	0.000	0.000
Xetrov90024453m.g|rna32876|gene13732|Level=3	0.183	0.456	0.098	0.372	0.400	0.000	0.806	1.627	0.824
Xetrov90024456m.g|rna29824|gene10718|Level=3	0.085	0.163	0.000	0.000	0.000	0.149	0.175	0.096	2.592
Xetrov90024469m.g|rna33347|gene14191|Level=3	130.473	78.605	58.617	51.414	85.262	79.895	79.179	87.368	119.684
Xetrov90024470m.g|rna28923|gene9831|Level=3	0.060	0.000	0.000	0.000	0.058	0.268	0.242	0.177	0.350
Xetrov90024477m.g|rna28065|gene8988|Level=3	0.000	0.000	0.000	0.000	0.162	0.734	0.000	0.507	0.000
Xetrov90024499m.g|rna32620|gene13479|Level=3	9.760	0.000	0.000	4.011	0.000	3.919	11.679	18.057	9.042
Xetrov90024516m.g|rna28842|gene9750|Level=3	1.289	0.824	0.831	0.615	0.866	1.679	1.696	2.316	1.004
Xetrov90024524m.g|rna34129|gene14955|Level=3	0.581	0.434	0.136	0.442	0.898	0.221	0.000	0.171	0.466
Xetrov90024525m.g|rna31419|gene12294|Level=3	0.713	0.709	0.356	0.495	0.460	0.289	1.300	0.374	0.122
Xetrov90024562m.g|rna34732|gene15553|Level=3	0.560	0.505	0.476	0.000	0.677	0.774	0.917	1.002	0.799
Xetrov90024563m.g|rna32649|gene13508|Level=3	0.568	0.464	0.278	0.183	0.158	0.141	0.114	0.192	0.189
Xetrov90024568m.g|rna32665|gene13523|Level=3	0.229	0.178	0.130	0.108	0.077	0.043	0.425	0.408	0.000
Xetrov90024569m.g|rna28245|gene9161|Level=3	0.000	0.526	0.440	0.000	0.000	0.179	0.358	0.093	0.000
Xetrov90024569m.g|rna34318|gene15143|Level=3	1.786	3.516	5.089	0.555	1.241	0.942	1.474	1.601	0.704
Xetrov90024572m.g|rna32098|gene12965|Level=3	0.000	0.706	0.000	0.000	0.105	0.718	0.000	0.744	0.809
Xetrov90024582m.g|rna31363|gene12239|Level=3	6.609	8.982	3.692	3.437	2.104	2.479	2.625	2.777	8.449
Xetrov90024583m.g|rna30121|gene11009|Level=3	0.064	0.000	0.426	0.000	0.074	0.000	0.000	0.281	0.208
Xetrov90024584m.g|rna29181|gene10086|Level=3	0.269	0.402	0.000	0.156	0.373	0.273	0.000	0.071	0.000
Xetrov90024584m.g|rna31213|gene12090|Level=3	0.427	0.698	0.451	0.000	0.000	0.237	0.237	0.000	0.000
Xetrov90024661m.g|rna29704|gene10603|Level=3	0.000	0.000	0.000	1.748	0.336	0.000	0.000	2.373	5.161
Xetrov90024667m.g|rna34606|gene15428|Level=3	0.233	0.348	0.437	0.162	0.624	0.284	0.284	0.184	0.120
Xetrov90024673m.g|rna34566|gene15389|Level=3	1.397	1.620	0.872	2.426	2.178	4.477	2.595	2.441	3.981
Xetrov90024728m.g|rna29025|gene9932|Level=3	5.246	5.854	4.946	3.658	3.755	4.768	4.539	7.542	2.946
Xetrov90024734m.g|rna31678|gene12551|Level=3	2.270	0.527	0.944	0.788	0.640	0.460	0.920	0.892	1.358
Xetrov90024819m.g|rna28707|gene9619|Level=3	15.174	9.886	5.540	0.398	3.262	4.686	0.000	10.595	7.199
Xetrov90024827m.g|rna29901|gene10795|Level=3	0.122	0.215	0.359	0.083	0.032	0.146	0.073	0.170	0.123
Xetrov90024918m.g|rna28769|gene9678|Level=3	1.835	2.421	2.404	1.665	2.945	1.324	3.244	3.674	1.605
Xetrov90024950m.g|rna34847|gene15667|Level=3	0.216	0.349	0.101	0.344	0.361	0.711	0.301	0.255	1.063
Xetrov90024968m.g|rna28405|gene9319|Level=3	7.661	4.243	3.746	4.044	4.986	2.598	2.440	3.290	2.160
Xetrov90025015m.g|rna31390|gene12265|Level=3	0.000	3.001	0.000	0.000	0.000	0.000	0.000	0.791	2.581
Xetrov90025030m.g|rna29469|gene10371|Level=3	0.269	0.301	0.000	0.350	0.674	0.306	1.022	1.480	0.517
Xetrov90025032m.g|rna30018|gene10908|Level=3	5.964	12.388	12.360	2.590	15.087	8.408	2.589	2.512	2.185
Xetrov90025034m.g|rna29250|gene10154|Level=3	0.545	0.000	0.000	0.474	0.820	0.414	0.000	0.214	0.000
Xetrov90025036m.g|rna34475|gene15298|Level=3	0.575	0.488	0.757	0.493	0.423	0.249	0.719	0.482	0.342
Xetrov90025073m.g|rna29328|gene10231|Level=3	15.902	12.462	0.000	12.398	8.937	3.260	12.600	8.384	6.929
Xetrov90025080m.g|rna31180|gene12057|Level=3	1.622	0.712	1.446	0.284	0.468	0.571	2.188	0.225	0.418
Xetrov90025087m.g|rna31770|gene12643|Level=3	2.605	1.720	3.212	4.995	3.327	5.083	7.325	9.979	4.995
Xetrov90025127m.g|rna33594|gene14434|Level=3	34.145	62.225	36.231	37.148	37.731	18.039	31.205	28.233	26.140
Xetrov90025151m.g|rna32190|gene13056|Level=3	44.029	48.337	46.199	40.725	49.077	43.620	51.460	59.724	37.227
Xetrov90025153m.g|rna29888|gene10782|Level=3	2.417	1.468	1.508	0.622	1.226	1.903	1.904	1.478	0.459
Xetrov90025173m.g|rna34531|gene15354|Level=3	38.260	27.703	28.637	18.341	19.765	32.509	31.788	39.391	50.531
Xetrov90025174m.g|rna30589|gene11471|Level=3	0.415	0.455	0.075	0.166	0.200	0.204	0.171	0.251	0.102
Xetrov90025178m.g|rna34306|gene15131|Level=3	0.641	1.182	0.260	0.497	0.283	0.000	0.070	0.333	0.816
Xetrov90025187m.g|rna34681|gene15503|Level=3	0.224	0.282	0.300	0.000	0.135	0.068	0.127	0.195	0.000
Xetrov90025219m.g|rna29110|gene10015|Level=3	0.000	0.325	0.000	0.000	0.800	0.000	0.000	0.171	0.558
Xetrov90025257m.g|rna31730|gene12603|Level=3	0.487	0.510	0.000	0.528	1.404	0.478	0.741	1.137	0.000
Xetrov90025260m.g|rna31189|gene12066|Level=3	31.724	44.648	59.555	43.488	54.848	30.347	39.541	45.014	30.523
Xetrov90025278m.g|rna27693|gene8620|Level=3	19.489	17.530	16.841	15.040	20.150	19.795	22.245	28.130	15.878
Xetrov90025313m.g|rna31149|gene12026|Level=3	7.556	7.935	9.659	4.769	8.170	6.411	6.618	8.150	10.298
Xetrov90025348m.g|rna33507|gene14348|Level=3	0.288	0.096	0.120	0.389	0.278	0.535	0.779	0.428	0.082
Xetrov90025355m.g|rna30615|gene11497|Level=3	0.000	0.000	0.000	0.216	0.073	0.094	0.000	0.611	0.159
Xetrov90025359m.g|rna28424|gene9338|Level=3	0.233	0.228	0.148	0.000	0.308	0.116	0.231	0.181	0.000
Xetrov90025366m.g|rna32229|gene13095|Level=3	0.589	0.366	0.000	0.000	0.549	0.503	1.903	0.834	0.000
Xetrov90025400m.g|rna33009|gene13864|Level=3	0.007	1.690	4.949	5.233	0.000	0.000	0.000	0.000	0.791
Xetrov90025412m.g|rna27952|gene8876|Level=3	0.332	0.247	0.000	0.288	0.776	0.000	0.756	0.913	0.000
Xetrov90025415m.g|rna33549|gene14390|Level=3	0.000	0.389	0.000	0.226	0.174	0.396	0.000	0.410	0.668
Xetrov90025416m.g|rna28866|gene9774|Level=3	0.091	0.045	0.452	0.052	0.141	0.183	0.092	0.071	0.077
Xetrov90025423m.g|rna33892|gene14723|Level=3	0.856	0.834	0.720	0.574	0.507	0.497	0.196	0.451	0.496
Xetrov90025461m.g|rna28161|gene9078|Level=3	0.000	0.000	0.352	0.000	0.189	0.000	0.000	0.740	0.000
Xetrov90025463m.g|rna31963|gene12834|Level=3	0.495	0.738	1.852	3.436	2.148	0.000	3.758	3.111	0.000
Xetrov90025470m.g|rna31182|gene12059|Level=3	3.658	0.761	0.318	1.330	0.270	0.258	0.388	0.669	0.873
Xetrov90025473m.g|rna32357|gene13223|Level=3	2.135	1.061	3.997	1.236	1.189	0.000	8.652	3.358	1.825
Xetrov90025522m.g|rna31055|gene11933|Level=3	0.618	0.692	0.145	0.269	1.369	0.587	3.759	4.102	0.595
Xetrov90025554m.g|rna34198|gene15023|Level=3	2.378	2.100	0.000	0.000	0.000	2.066	1.668	0.311	0.000
Xetrov90025601m.g|rna29401|gene10303|Level=3	4.955	2.463	5.233	4.781	7.358	13.375	9.203	15.584	7.060
Xetrov90025602m.g|rna31984|gene12855|Level=3	5.440	5.900	6.481	4.295	19.830	19.524	15.783	13.999	11.416
Xetrov90025611m.g|rna27978|gene8902|Level=3	0.306	0.000	0.286	0.000	0.613	0.232	0.000	0.000	0.000
Xetrov90025619m.g|rna30643|gene11525|Level=3	15.111	13.016	13.655	13.575	11.534	13.054	11.086	17.208	19.378
Xetrov90025649m.g|rna29325|gene10228|Level=3	0.345	0.557	0.430	0.599	0.758	1.003	1.004	1.189	0.958
Xetrov90025651m.g|rna34552|gene15375|Level=3	0.134	0.067	0.167	1.860	0.358	0.068	0.475	0.175	0.000
Xetrov90025662m.g|rna32609|gene13468|Level=3	14.183	11.813	11.029	9.413	8.469	11.228	10.126	7.550	5.213
Xetrov90025665m.g|rna28822|gene9730|Level=3	0.380	0.000	0.000	0.891	0.611	0.000	0.206	0.623	0.000
Xetrov90025666m.g|rna32802|gene13659|Level=3	0.703	0.000	0.820	1.697	0.878	0.000	0.535	0.680	0.000
Xetrov90025673m.g|rna31759|gene12632|Level=3	1.107	1.127	0.637	9.666	1.030	0.613	15.996	23.574	0.572
Xetrov90025673m.g|rna33520|gene14361|Level=3	0.208	0.794	0.080	0.413	0.508	0.117	0.119	0.370	0.408
Xetrov90025681m.g|rna29395|gene10297|Level=3	9.176	19.887	12.092	18.576	20.283	12.807	18.262	23.756	9.168
Xetrov90025687m.g|rna28772|gene9681|Level=3	0.203	0.086	0.000	0.050	0.048	0.220	0.308	0.228	0.000
Xetrov90025688m.g|rna28338|gene9253|Level=3	3.218	3.040	0.803	1.677	1.147	0.489	1.630	3.880	0.275
Xetrov90025720m.g|rna34518|gene15341|Level=3	0.330	0.530	0.000	0.000	0.513	0.387	0.000	0.084	0.000
Xetrov90025721m.g|rna34104|gene14930|Level=3	1.344	0.227	0.564	0.179	1.123	0.308	0.770	2.205	1.562
Xetrov90025726m.g|rna28994|gene9901|Level=3	0.084	0.421	0.214	0.145	0.288	0.454	0.327	0.617	0.000
Xetrov90025729m.g|rna31670|gene12543|Level=3	15.606	31.553	14.909	9.954	24.845	13.276	7.341	23.088	15.132
Xetrov90025740m.g|rna34388|gene15212|Level=3	204.720	118.809	115.417	131.384	199.930	125.106	156.580	199.289	212.906
Xetrov90025743m.g|rna30677|gene11559|Level=3	12.891	17.109	6.765	7.368	10.106	6.981	10.975	12.392	9.985
Xetrov90025751m.g|rna30950|gene11830|Level=3	0.322	0.542	0.000	0.420	0.203	0.405	0.177	0.553	0.189
Xetrov90025756m.g|rna30757|gene11639|Level=3	0.526	0.623	2.747	0.000	0.998	1.223	0.707	1.832	0.370
Xetrov90025763m.g|rna27891|gene8816|Level=3	9.434	11.269	8.705	11.894	13.719	15.404	17.754	27.360	16.526
Xetrov90025793m.g|rna31237|gene12113|Level=3	17.323	9.363	11.598	7.545	11.516	18.415	14.395	12.830	13.399
Xetrov90025793m.g|rna32987|gene13842|Level=3	10.403	6.045	7.789	12.049	7.399	4.670	7.021	7.153	7.484
Xetrov90025806m.g|rna28411|gene9325|Level=3	0.000	1.125	5.180	0.437	2.101	1.146	0.382	2.571	0.645
Xetrov90025807m.g|rna30097|gene10985|Level=3	2.189	0.759	1.913	0.000	0.667	2.098	2.351	1.351	0.000
Xetrov90025812m.g|rna28854|gene9762|Level=3	27.357	31.277	39.260	39.595	25.860	34.612	45.730	15.057	11.693
Xetrov90025817m.g|rna28763|gene9672|Level=3	0.000	0.069	0.173	0.241	0.046	0.000	0.281	0.290	0.355
Xetrov90025821m.g|rna31827|gene12700|Level=3	6.718	5.981	1.774	5.429	2.470	1.392	2.660	5.705	4.239
Xetrov90025838m.g|rna34776|gene15597|Level=3	0.702	0.000	1.872	0.000	0.954	1.369	0.870	1.364	2.657
Xetrov90025848m.g|rna33691|gene14530|Level=3	1.284	1.224	1.167	0.733	1.190	0.988	1.243	1.233	1.199
Xetrov90025857m.g|rna32051|gene12919|Level=3	0.234	0.369	0.317	0.181	0.313	0.178	0.336	0.501	0.100
Xetrov90025860m.g|rna32531|gene13393|Level=3	0.250	0.467	0.586	0.000	0.063	0.095	0.000	0.197	0.000
Xetrov90025864m.g|rna32650|gene13509|Level=3	0.135	0.101	0.000	0.706	0.136	0.206	0.103	0.745	0.174
Xetrov90025868m.g|rna30708|gene11590|Level=3	0.158	0.336	0.222	0.094	0.138	0.056	0.250	0.300	0.243
Xetrov90025870m.g|rna33363|gene14207|Level=3	0.239	0.788	0.448	0.415	0.166	0.000	0.461	1.157	0.000
Xetrov90025895m.g|rna32187|gene13053|Level=3	0.000	0.113	0.142	0.131	0.177	0.344	0.115	0.297	0.000
Xetrov90025897m.g|rna31741|gene12614|Level=3	0.166	1.719	4.955	0.707	0.770	0.612	0.000	0.317	0.265
Xetrov90025900m.g|rna34804|gene15625|Level=3	39.064	44.919	46.252	49.864	56.139	47.162	61.867	63.095	53.714
Xetrov90025933m.g|rna30005|gene10896|Level=3	16.864	8.195	7.448	9.215	10.066	15.823	13.822	10.578	13.121
Xetrov90025935m.g|rna30672|gene11554|Level=3	3.462	4.647	3.333	1.890	4.049	2.328	2.180	3.500	3.298
Xetrov90025936m.g|rna34509|gene15332|Level=3	49.382	23.432	39.916	46.783	64.498	40.896	59.694	62.653	63.324
Xetrov90025941m.g|rna27857|gene8783|Level=3	0.182	0.098	0.051	0.048	0.135	0.168	0.165	0.128	0.078
Xetrov90025971m.g|rna29294|gene10198|Level=3	0.000	0.000	0.000	0.000	0.340	0.515	0.000	0.534	0.000
Xetrov90025977m.g|rna28150|gene9069|Level=3	0.914	1.736	3.559	0.718	2.872	0.753	1.403	1.309	1.484
Xetrov90025992m.g|rna33470|gene14311|Level=3	0.372	0.495	0.427	0.382	0.334	0.322	0.498	0.491	0.108
Xetrov90026004m.g|rna30388|gene11273|Level=3	1.502	0.000	0.000	0.898	0.000	1.545	0.000	0.767	1.274
Xetrov90026011m.g|rna29749|gene10647|Level=3	16.612	16.646	15.301	13.434	34.300	24.954	34.861	21.976	25.472
Xetrov90026055m.g|rna32504|gene13367|Level=3	4.670	2.913	4.571	2.969	6.864	7.090	8.813	9.336	6.732
Xetrov90026057m.g|rna32057|gene12925|Level=3	0.533	0.000	0.661	0.718	0.490	0.000	0.271	0.000	0.000
Xetrov90026058m.g|rna30522|gene11404|Level=3	0.722	1.412	0.075	0.000	0.000	0.122	0.478	0.679	0.000
Xetrov90026061m.g|rna32013|gene12884|Level=3	2.624	5.555	1.102	1.983	1.393	3.438	4.236	2.557	0.338
Xetrov90026062m.g|rna31199|gene12076|Level=3	3.304	3.050	3.377	3.976	3.539	3.717	3.594	4.423	4.333
Xetrov90026063m.g|rna33636|gene14475|Level=3	9.000	0.000	1.806	0.000	1.738	11.263	5.436	2.868	11.571
Xetrov90026066m.g|rna27657|gene8584|Level=3	0.125	0.000	0.000	0.209	0.232	0.000	0.363	0.374	0.000
Xetrov90026066m.g|rna32569|gene13428|Level=3	1.032	2.495	2.527	3.118	2.937	1.819	3.422	3.913	1.923
Xetrov90026067m.g|rna33403|gene14246|Level=3	0.756	0.697	1.095	0.233	1.590	0.908	2.128	1.973	0.550
Xetrov90026068m.g|rna29969|gene10863|Level=3	0.878	0.585	0.363	0.000	0.473	0.781	0.857	2.129	1.951
Xetrov90026069m.g|rna28012|gene8936|Level=3	0.242	0.205	0.237	0.361	0.297	0.198	0.267	0.448	0.526
Xetrov90026072m.g|rna33903|gene14734|Level=3	2.824	3.178	5.810	2.740	3.676	3.022	6.922	5.326	4.848
Xetrov90026074m.g|rna27608|gene8535|Level=3	0.879	0.000	1.395	0.000	0.713	0.247	2.164	1.943	0.000
Xetrov90026075m.g|rna32563|gene13422|Level=3	0.554	1.740	1.283	2.090	0.658	1.394	1.307	0.254	0.377
Xetrov90026076m.g|rna29699|gene10598|Level=3	0.176	0.131	0.110	0.034	0.477	0.385	0.415	0.077	0.050
Xetrov90026077m.g|rna28384|gene9298|Level=3	1.447	2.109	1.657	1.925	1.730	1.911	2.330	3.347	0.746
Xetrov90026078m.g|rna31187|gene12064|Level=3	60.518	79.621	77.655	80.032	58.809	68.821	97.781	71.079	72.700
Xetrov90026079m.g|rna33583|gene14424|Level=3	2.830	3.377	3.166	2.727	3.473	3.601	6.355	5.062	1.997
Xetrov90026092m.g|rna31342|gene12218|Level=3	3.178	2.539	3.091	0.000	3.075	17.594	2.306	0.620	4.697
Xetrov90026094m.g|rna33887|gene14718|Level=3	0.631	0.868	1.095	0.000	0.963	0.580	0.296	0.803	0.500
Xetrov90026106m.g|rna33357|gene14201|Level=3	5.251	7.942	7.723	9.381	5.464	8.086	8.664	8.080	7.695
Xetrov90026126m.g|rna30598|gene11480|Level=3	1.271	0.776	0.649	0.201	0.232	0.263	0.351	0.000	0.000
Xetrov90026154m.g|rna31665|gene12538|Level=3	0.000	0.000	0.425	0.000	0.000	0.150	0.225	0.284	0.000
Xetrov90026163m.g|rna29142|gene10047|Level=3	0.000	2.596	3.701	0.000	1.585	0.427	0.000	0.016	0.000
Xetrov90026172m.g|rna29171|gene10076|Level=3	0.071	0.000	0.132	0.245	0.212	0.107	0.107	0.444	0.000
Xetrov90026182m.g|rna34553|gene15376|Level=3	14.706	10.607	14.671	11.844	12.650	10.000	15.014	28.055	18.883
Xetrov90026206m.g|rna33678|gene14517|Level=3	0.368	1.920	1.607	20.073	10.481	0.372	17.793	45.715	1.258
Xetrov90026217m.g|rna29341|gene10244|Level=3	3.112	3.625	2.643	6.646	5.941	2.858	5.007	11.879	3.621
Xetrov90026223m.g|rna29981|gene10872|Level=3	31.072	18.337	19.299	19.796	21.854	28.076	26.664	32.240	23.288
Xetrov90026228m.g|rna31693|gene12566|Level=3	8.148	4.674	5.866	7.862	9.610	5.393	4.445	17.139	5.001
Xetrov90026231m.g|rna32464|gene13328|Level=3	0.000	0.000	0.212	0.658	0.344	0.575	1.526	0.000	0.000
Xetrov90026234m.g|rna30201|gene11087|Level=3	1.455	0.648	3.219	0.000	0.577	1.808	1.383	0.698	0.228
